@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
46,62,75,28,6,-8,88,-90,18,45,-122,3,105,-86,-185,-94,-166,walking
46,62,75,28,6,-7,120,-134,13,89,-103,9,161,-165,-178,-118,-154,walking
46,62,75,28,6,-6,69,-40,-5,20,-33,1,94,-75,-159,-110,-169,sitting
31,71,83,28,4,0,67,-66,-34,-3,-24,77,70,-132,-97,-119,-187,sitting
75,67,67,24,0,-10,96,-99,-16,-15,-21,-65,84,-131,-100,-141,-139,sitting
31,71,83,28,4,-14,91,-125,1,87,-146,34,118,-79,-172,-78,-156,standing
75,67,67,24,0,1,83,-151,-28,80,-92,29,82,-130,-209,-95,-139,walking
31,71,83,28,4,4,69,-62,-22,-27,-23,61,54,-103,-96,-128,-167,sitting
28,58,55,22,0,-25,17,-27,-227,-218,-322,38,108,-103,-162,-91,-167,sitting
28,58,55,22,0,-26,31,-23,-253,-350,-351,29,109,-101,-156,-94,-162,sitting
46,62,75,28,6,-12,93,-92,-7,72,-124,15,100,-66,-154,-100,-151,standing
31,71,83,28,4,2,114,-127,-83,54,-61,19,130,-97,-210,-80,-184,walking
28,58,55,22,0,-10,102,-95,23,77,-62,26,111,-98,-189,-82,-165,standing
31,71,83,28,4,1,85,-122,-492,-515,-614,14,121,-92,-238,-91,-188,walking
46,62,75,28,6,-13,94,-117,-6,84,-111,3,124,-81,-175,-97,-169,walking
28,58,55,22,0,-7,97,-99,-490,-513,-613,17,104,-65,-197,-87,-149,standingup
31,71,83,28,4,-18,69,-117,-119,-145,-307,16,42,-116,-226,-90,-159,walking
28,58,55,22,0,-11,38,-13,-12,-22,-26,29,107,-81,-150,-93,-161,sitting
28,58,55,22,0,1,85,-159,8,63,-44,21,107,-125,-218,-97,-148,sittingdown
31,71,83,28,4,-17,119,-108,-491,-514,-614,13,207,-56,-213,-84,-161,walking
31,71,83,28,4,-9,95,-109,-269,-284,-384,-13,106,-78,-149,-81,-123,sittingdown
46,62,75,28,6,-7,66,-45,-8,17,-37,1,94,-74,-159,-109,-167,sitting
31,71,83,28,4,6,68,-57,-34,-22,-24,72,64,-110,-85,-149,-164,sitting
31,71,83,28,4,-24,113,-99,-412,-477,-579,-277,195,-94,-220,-83,-168,walking
28,58,55,22,0,-12,39,-20,-33,-27,-32,-33,29,-141,-152,-93,-163,sitting
28,58,55,22,0,-5,101,-104,12,84,-126,41,107,-78,-192,-80,-153,standing
31,71,83,28,4,-45,76,-143,6,110,-156,24,177,-61,-231,-65,-157,walking
46,62,75,28,6,-14,92,-100,10,88,-107,29,90,-84,-191,-103,-164,standingup
31,71,83,28,4,-2,65,-65,-25,-29,-25,63,55,-102,-93,-126,-164,sitting
31,71,83,28,4,-6,116,-113,-48,68,-72,7,142,-62,-204,-47,-182,walking
46,62,75,28,6,-11,93,-96,0,73,-123,20,104,-88,-155,-102,-152,standing
31,71,83,28,4,-7,94,-129,-18,90,-131,24,117,-79,-174,-78,-166,standing
46,62,75,28,6,0,88,-47,-20,21,-18,12,109,-88,-164,-93,-157,sitting
46,62,75,28,6,-2,89,-50,-21,21,-18,11,108,-90,-163,-93,-158,sitting
28,58,55,22,0,-4,101,-101,9,84,-129,38,105,-85,-188,-82,-155,standing
75,67,67,24,0,-15,90,-153,-8,88,-97,17,122,-107,-195,-82,-147,standing
75,67,67,24,0,-13,97,-100,5,-30,-22,-59,93,-122,-102,-122,-158,sitting
31,71,83,28,4,-8,97,-112,-40,-9,-26,12,120,-83,-159,-80,-179,standingup
46,62,75,28,6,-9,126,-111,-5,98,-124,16,113,-97,-167,-96,-154,walking
31,71,83,28,4,-54,111,-136,-487,-510,-610,28,113,-71,-182,-67,-160,walking
46,62,75,28,6,-10,95,-92,1,73,-121,22,104,-82,-155,-100,-153,standing
46,62,75,28,6,-9,97,-98,1,75,-121,18,103,-91,-162,-106,-161,standing
31,71,83,28,4,-25,101,-117,-431,-457,-481,13,112,-79,-197,-88,-137,standingup
28,58,55,22,0,-18,109,-130,-492,-516,-616,52,118,-139,-178,-80,-181,walking
31,71,83,28,4,-24,67,-119,-69,21,-148,67,30,-117,-188,-59,-162,walking
28,58,55,22,0,-30,29,-23,-260,-370,-450,27,108,-88,-153,-93,-170,sitting
46,62,75,28,6,-12,130,-64,98,125,-117,0,111,-87,-162,-99,-175,walking
28,58,55,22,0,-3,101,-100,2,85,-123,33,109,-84,-194,-84,-161,standing
31,71,83,28,4,1,68,-65,-24,-29,-26,61,54,-103,-95,-127,-167,sitting
75,67,67,24,0,-10,93,-155,-6,88,-90,15,122,-107,-203,-75,-163,standing
28,58,55,22,0,-27,19,-31,-243,-222,-326,37,108,-102,-161,-91,-167,sitting
28,58,55,22,0,-29,24,-22,-268,-375,-455,27,109,-87,-148,-94,-169,sitting
31,71,83,28,4,-27,117,-105,-86,-10,-194,9,227,-165,-203,-76,-160,walking
75,67,67,24,0,-13,91,-160,-9,88,-96,16,122,-105,-194,-77,-149,standing
28,58,55,22,0,1,102,-96,8,87,-124,39,107,-82,-191,-82,-153,standing
75,67,67,24,0,11,83,-175,1,85,-101,4,174,-150,-164,-67,-137,walking
46,62,75,28,6,-5,122,-81,-8,105,-137,49,148,-38,-169,-78,-160,walking
28,58,55,22,0,0,66,-167,-270,-241,-347,-499,-506,-613,-288,-102,-131,standingup
31,71,83,28,4,6,73,-59,-24,4,-22,89,81,-139,-98,-120,-187,sitting
46,62,75,28,6,17,109,-59,1,32,-24,14,102,-60,-182,-82,-142,sittingdown
28,58,55,22,0,13,121,-114,-493,-516,-616,19,132,-126,-163,-80,-184,walking
28,58,55,22,0,-19,79,-116,-475,-498,-598,38,12,-134,-186,-64,-165,walking
31,71,83,28,4,-14,95,-109,7,90,-125,28,122,-79,-159,-75,-152,standing
46,62,75,28,6,-5,97,-87,4,73,-115,20,102,-85,-163,-102,-157,standing
28,58,55,22,0,-26,28,-28,-213,-201,-328,38,107,-102,-160,-91,-166,sitting
28,58,55,22,0,7,99,-123,-493,-516,-616,41,132,-119,-189,-101,-167,walking
28,58,55,22,0,0,101,-99,7,86,-123,30,111,-85,-190,-80,-160,standing
28,58,55,22,0,-25,120,-138,-493,-516,-616,28,122,-146,-163,-80,-168,walking
28,58,55,22,0,-12,95,-109,0,-3,-10,8,107,-123,-161,-96,-137,sittingdown
46,62,75,28,6,0,88,-48,-22,22,-20,8,108,-89,-163,-94,-153,sitting
28,58,55,22,0,-15,32,-10,-10,-20,-22,3,90,-84,-146,-94,-169,sitting
28,58,55,22,0,-4,102,-102,14,87,-123,35,102,-83,-199,-91,-161,standing
31,71,83,28,4,-13,94,-116,65,42,-123,26,122,-82,-162,-76,-152,standing
31,71,83,28,4,1,66,-64,-20,6,-26,67,61,-102,-94,-119,-167,sitting
75,67,67,24,0,-10,93,-153,-7,88,-89,16,122,-107,-202,-76,-163,standing
28,58,55,22,0,-11,96,-115,-492,-515,-615,32,115,-112,-175,-91,-175,walking
31,71,83,28,4,6,73,-129,-4,68,-75,69,62,-57,-173,-66,-132,standingup
75,67,67,24,0,-14,91,-155,-5,90,-96,20,126,-104,-189,-74,-154,standing
46,62,75,28,6,7,90,-102,-11,79,-123,17,107,-95,-172,-107,-174,walking
46,62,75,28,6,-11,95,-93,-8,73,-125,17,101,-64,-151,-98,-149,standing
31,71,83,28,4,-21,85,-164,-266,-286,-381,-23,89,-83,-252,-97,-165,standingup
31,71,83,28,4,4,71,-62,-35,-6,-25,66,58,-103,-100,-118,-180,sitting
31,71,83,28,4,-29,52,-153,-279,-300,-392,-4,108,-81,-199,-110,-143,standingup
28,58,55,22,0,-10,81,-123,0,90,-90,19,110,-111,-202,-95,-133,sittingdown
28,58,55,22,0,8,94,-116,-493,-516,-616,13,123,-118,-175,-82,-176,walking
31,71,83,28,4,1,67,-63,-19,7,-26,70,64,-99,-91,-117,-165,sitting
28,58,55,22,0,-19,34,-22,-25,-28,-27,29,108,-80,-144,-95,-164,sitting
28,58,55,22,0,-27,18,-29,-235,-218,-325,38,108,-102,-159,-90,-167,sitting
31,71,83,28,4,4,70,-60,-18,8,-24,72,65,-99,-92,-120,-168,sitting
75,67,67,24,0,-17,89,-158,-8,86,-94,16,122,-108,-191,-79,-155,standing
46,62,75,28,6,-1,92,-57,-18,19,-18,16,109,-92,-165,-92,-161,sitting
28,58,55,22,0,-16,85,-109,-455,-483,-583,42,87,-107,-172,-95,-173,walking
46,62,75,28,6,4,83,-18,8,27,-30,18,98,-64,-148,-106,-153,sitting
28,58,55,22,0,6,104,-82,-493,-515,-615,38,146,-107,-165,-77,-177,walking
28,58,55,22,0,-6,114,-153,-10,0,-10,6,110,-116,-233,-95,-143,sittingdown
46,62,75,28,6,14,121,-93,8,80,-75,-5,151,-86,-162,-72,-165,walking
46,62,75,28,6,-18,112,-82,-22,103,-120,-20,277,-23,-144,-105,-159,walking
31,71,83,28,4,2,69,-62,-22,-27,-22,68,61,-98,-90,-122,-160,sitting
75,67,67,24,0,-18,92,-159,-8,88,-94,18,125,-103,-188,-72,-151,standing
31,71,83,28,4,2,99,-115,-480,-502,-602,21,127,-98,-217,-92,-195,walking
28,58,55,22,0,-15,34,-11,-10,-19,-20,-5,81,-92,-146,-93,-170,sitting
46,62,75,28,6,-17,119,-73,-69,30,-196,-36,184,69,-168,-97,-146,walking
31,71,83,28,4,5,94,-118,-492,-515,-615,30,123,-96,-223,-71,-187,walking
31,71,83,28,4,-7,93,-124,5,89,-137,36,126,-79,-171,-68,-156,standing
31,71,83,28,4,4,69,-61,-16,-31,-22,61,54,-103,-93,-133,-172,sitting
46,62,75,28,6,-4,87,-76,3,13,-49,8,74,-82,-185,-92,-154,standingup
28,58,55,22,0,-1,103,-94,5,88,-121,11,85,-101,-194,-84,-162,standing
31,71,83,28,4,-1,65,-68,-25,-33,-27,61,54,-104,-94,-130,-168,sitting
46,62,75,28,6,18,91,-10,15,29,-29,25,100,-58,-142,-102,-148,sitting
31,71,83,28,4,-9,92,-114,63,40,-122,21,124,-85,-173,-72,-161,standing
28,58,55,22,0,-28,12,-31,-237,-242,-328,38,107,-102,-161,-91,-166,sitting
28,58,55,22,0,-5,101,-96,3,85,-124,20,94,-95,-197,-85,-159,standing
46,62,75,28,6,-8,68,-42,-6,19,-35,3,96,-72,-155,-107,-166,sitting
46,62,75,28,6,-3,67,-54,-9,16,-35,-3,93,-74,-163,-109,-174,sitting
31,71,83,28,4,-9,94,-128,5,92,-126,36,116,-81,-171,-75,-163,standing
31,71,83,28,4,-59,121,-121,84,68,-197,-7,129,-97,-226,-44,-170,walking
31,71,83,28,4,4,71,-60,-18,9,-23,72,64,-100,-93,-121,-168,sitting
31,71,83,28,4,-4,95,-121,2,92,-132,25,120,-87,-179,-76,-164,standing
31,71,83,28,4,5,71,-61,-19,8,-23,71,63,-100,-97,-116,-181,sitting
46,62,75,28,6,-7,102,-61,2,70,-114,24,105,-86,-158,-96,-152,standing
28,58,55,22,0,-6,98,-125,-492,-516,-616,55,131,-118,-173,-83,-176,walking
46,62,75,28,6,2,91,-46,-19,23,-15,11,108,-92,-166,-95,-152,sitting
46,62,75,28,6,-1,84,-71,-3,81,-122,12,104,-87,-161,-109,-158,standing
31,71,83,28,4,-1,66,-66,-25,-28,-25,68,61,-98,-88,-123,-160,sitting
28,58,55,22,0,-22,76,-112,-450,-489,-589,53,16,-154,-198,-77,-166,walking
75,67,67,24,0,-16,94,-99,-21,-18,-22,-76,76,-99,-111,-129,-144,sitting
28,58,55,22,0,-9,101,-96,-493,-516,-616,15,100,-107,-190,-80,-164,standing
75,67,67,24,0,-15,92,-88,-7,-12,-21,-63,86,-128,-103,-145,-139,sitting
28,58,55,22,0,-4,90,-112,-493,-516,-616,27,125,-132,-188,-85,-175,walking
31,71,83,28,4,-7,99,-123,6,92,-138,33,120,-80,-175,-73,-154,standing
46,62,75,28,6,3,84,-21,6,27,-30,18,98,-65,-147,-107,-154,sitting
28,58,55,22,0,-32,22,-26,-275,-375,-457,27,110,-85,-150,-92,-169,sitting
75,67,67,24,0,-4,94,-106,17,-37,-26,-58,89,-86,-106,-113,-156,sitting
28,58,55,22,0,-7,96,-108,-404,-423,-524,48,155,-105,-165,-84,-173,walking
46,62,75,28,6,-6,103,-53,3,63,-113,25,106,-85,-161,-92,-152,standing
28,58,55,22,0,0,76,-116,-491,-514,-614,32,131,-128,-179,-96,-173,walking
31,71,83,28,4,-16,79,-111,-263,-283,-383,-4,104,-84,-149,-111,-124,standingup
46,62,75,28,6,-7,100,-102,4,80,-124,22,108,-98,-182,-89,-162,standing
75,67,67,24,0,-11,96,-101,-12,-19,-21,-65,89,-104,-101,-143,-136,sitting
46,62,75,28,6,4,135,-132,74,58,-116,-10,114,-90,-168,-84,-165,walking
31,71,83,28,4,4,66,-60,-36,-24,-28,69,62,-110,-87,-146,-163,sitting
46,62,75,28,6,-7,69,-40,-6,19,-35,3,95,-72,-156,-108,-166,sitting
75,67,67,24,0,-17,71,-163,-14,68,-102,-4,166,-139,-195,-82,-123,walking
46,62,75,28,6,-7,103,-104,6,82,-128,22,108,-96,-179,-89,-161,standing
28,58,55,22,0,-35,26,-29,-284,-376,-458,28,110,-86,-149,-93,-169,sitting
28,58,55,22,0,2,89,-123,-492,-515,-615,17,101,-55,-234,-116,-162,standingup
46,62,75,28,6,-4,77,-31,0,24,-30,4,94,-70,-153,-110,-164,sitting
46,62,75,28,6,0,98,-99,19,58,-118,11,113,-89,-171,-88,-165,walking
28,58,55,22,0,-5,101,-106,9,86,-128,38,105,-83,-183,-80,-160,standing
31,71,83,28,4,-43,124,-142,-10,132,-79,144,129,-203,-217,-77,-166,walking
46,62,75,28,6,1,90,-48,-20,23,-15,11,108,-92,-164,-96,-152,sitting
28,58,55,22,0,-3,101,-98,5,86,-125,14,86,-101,-195,-85,-161,standing
28,58,55,22,0,-10,102,-96,-492,-517,-617,15,100,-107,-189,-83,-165,standing
46,62,75,28,6,2,107,-93,-14,105,-4,7,109,-92,-164,-101,-158,walking
31,71,83,28,4,-3,94,-166,-13,82,-67,46,39,-67,-167,-67,-161,standingup
46,62,75,28,6,-5,103,-52,2,62,-106,25,106,-85,-162,-93,-152,standing
75,67,67,24,0,-6,79,-183,-19,55,-50,-5,119,-102,-219,-85,-148,sittingdown
46,62,75,28,6,-22,138,-67,142,112,-183,10,121,-81,-172,-89,-168,walking
46,62,75,28,6,-12,92,-99,-1,72,-123,18,105,-88,-156,-99,-154,standing
28,58,55,22,0,-27,28,-24,-186,-198,-331,38,107,-101,-159,-92,-165,sitting
31,71,83,28,4,26,99,-133,-17,65,-35,68,61,-44,-171,-46,-121,standingup
28,58,55,22,0,-2,87,-112,-449,-460,-570,-449,-456,-563,-207,-104,-159,standingup
46,62,75,28,6,-5,96,-86,10,72,-96,17,104,-85,-153,-103,-158,standing
28,58,55,22,0,-2,100,-100,-4,82,-124,27,94,-48,-188,-89,-160,standing
46,62,75,28,6,2,93,-51,-19,22,-14,8,107,-91,-167,-94,-155,sitting
31,71,83,28,4,7,72,-58,-23,-29,-21,69,62,-95,-91,-134,-167,sitting
46,62,75,28,6,-4,107,-99,9,92,-123,23,108,-95,-176,-90,-162,standing
46,62,75,28,6,-4,76,-31,-1,23,-31,6,96,-67,-150,-107,-163,sitting
28,58,55,22,0,-12,101,-93,-493,-515,-615,21,108,-98,-195,-85,-164,standing
46,62,75,28,6,-11,93,-97,0,75,-121,15,104,-90,-161,-106,-159,standing
31,71,83,28,4,-39,143,-138,2,132,-91,-202,306,195,-220,-78,-169,walking
28,58,55,22,0,1,99,-88,-7,82,-128,26,96,-46,-195,-81,-154,standing
46,62,75,28,6,22,95,-9,16,30,-27,22,99,-51,-138,-100,-148,sitting
28,58,55,22,0,-9,42,-12,-11,-19,-20,-2,85,-88,-145,-93,-169,sitting
28,58,55,22,0,-1,101,-87,-5,84,-127,24,92,-47,-194,-86,-155,standing
75,67,67,24,0,-9,93,-155,-3,87,-89,15,122,-107,-201,-76,-162,standing
28,58,55,22,0,-2,101,-97,-5,85,-125,38,101,-59,-185,-84,-154,standing
46,62,75,28,6,3,86,-21,6,28,-28,16,97,-67,-149,-109,-155,sitting
31,71,83,28,4,1,64,-60,-38,-25,-27,73,67,-107,-82,-141,-156,sitting
46,62,75,28,6,-7,101,-58,2,68,-112,23,105,-85,-157,-97,-154,standing
31,71,83,28,4,-28,97,-120,-3,99,-122,15,98,-108,-208,-76,-173,walking
31,71,83,28,4,5,71,-60,-24,-29,-21,63,56,-93,-92,-133,-171,sitting
28,58,55,22,0,-1,118,-106,-493,-516,-616,-77,250,-87,-177,-86,-171,walking
31,71,83,28,4,-9,94,-113,20,89,-123,26,123,-84,-167,-74,-161,standing
31,71,83,28,4,-36,118,-114,8,96,-142,223,260,-102,-220,-87,-139,walking
31,71,83,28,4,-9,93,-123,1,90,-139,33,124,-78,-167,-70,-153,standing
46,62,75,28,6,-12,92,-96,-8,71,-123,12,101,-68,-160,-101,-155,standing
46,62,75,28,6,-6,99,-138,9,52,-33,12,103,-80,-245,-74,-159,standingup
28,58,55,22,0,17,151,-149,-241,23,-113,28,144,-122,-161,-62,-171,walking
28,58,55,22,0,-3,103,-98,14,89,-123,39,105,-81,-189,-82,-154,standing
75,67,67,24,0,12,69,-147,-33,127,-110,0,140,36,-180,-17,-133,walking
75,67,67,24,0,-15,96,-100,-19,-14,-21,-61,88,-132,-103,-140,-133,sitting
46,62,75,28,6,-12,93,-99,-1,73,-123,18,105,-88,-155,-100,-154,standing
31,71,83,28,4,-14,96,-140,15,87,-134,16,121,-84,-160,-79,-157,standingup
28,58,55,22,0,-7,100,-92,-492,-516,-616,22,110,-96,-195,-80,-161,standing
31,71,83,28,4,6,73,-59,-16,9,-22,68,60,-103,-97,-124,-169,sitting
28,58,55,22,0,-16,65,-132,-485,-508,-608,62,148,-120,-178,-47,-173,walking
31,71,83,28,4,1,90,-155,44,66,-180,19,170,-65,-234,-55,-169,walking
31,71,83,28,4,-8,95,-121,4,90,-140,37,124,-77,-169,-71,-152,standing
46,62,75,28,6,-9,94,-96,28,40,-125,11,108,-95,-177,-99,-170,walking
28,58,55,22,0,-4,100,-94,1,86,-122,27,102,-83,-192,-82,-157,standing
31,71,83,28,4,-8,97,-128,5,92,-142,40,121,-79,-169,-75,-155,standing
28,58,55,22,0,-4,101,-97,6,85,-126,35,105,-84,-194,-86,-158,standing
46,62,75,28,6,3,105,-102,2,91,-117,21,109,-100,-176,-87,-165,standing
28,58,55,22,0,5,71,-123,-491,-514,-616,37,117,-142,-159,-72,-168,walking
28,58,55,22,0,0,103,-93,4,88,-121,25,101,-89,-193,-82,-157,standing
28,58,55,22,0,-4,100,-99,5,84,-127,28,105,-81,-197,-80,-159,standing
31,71,83,28,4,-10,79,-127,0,91,-117,16,13,-138,-204,-86,-156,walking
31,71,83,28,4,-5,95,-108,17,88,-122,24,123,-87,-162,-80,-146,standing
28,58,55,22,0,-2,102,-98,9,85,-126,15,79,-103,-192,-86,-161,standing
28,58,55,22,0,-3,109,-99,-492,-515,-615,1,141,-106,-182,-62,-179,walking
31,71,83,28,4,-29,80,-126,-13,89,-121,94,27,-128,-225,-70,-147,walking
31,71,83,28,4,-26,86,-119,-11,98,-124,40,57,-124,-207,-84,-159,walking
31,71,83,28,4,-5,99,-130,14,86,-71,24,121,-97,-181,-77,-156,standing
28,58,55,22,0,-21,25,-21,-31,-23,-28,-2,84,-88,-143,-93,-169,sitting
46,62,75,28,6,13,102,-93,-1,81,-66,12,108,-68,-178,-100,-156,sittingdown
46,62,75,28,6,-10,94,-96,0,75,-120,15,104,-89,-163,-105,-158,standing
75,67,67,24,0,-8,97,-101,-8,-25,-21,-72,81,-100,-105,-115,-152,sitting
31,71,83,28,4,5,71,-61,-16,-30,-22,61,54,-104,-94,-132,-169,sitting
46,62,75,28,6,-22,77,-105,-37,89,-120,12,152,-63,-154,-54,-160,walking
31,71,83,28,4,-30,90,-148,-367,-437,-540,84,129,23,-212,-63,-170,walking
31,71,83,28,4,-7,92,-88,-470,-486,-596,-3,117,-89,-126,-133,-116,sittingdown
46,62,75,28,6,-8,100,-114,-12,80,-163,6,160,-64,-151,-69,-165,walking
31,71,83,28,4,-20,88,-110,14,85,-132,7,69,-143,-186,-83,-155,walking
46,62,75,28,6,-1,102,-100,-12,35,-15,9,104,-71,-187,-85,-156,sittingdown
28,58,55,22,0,-27,15,-30,-258,-221,-331,38,107,-102,-162,-91,-167,sitting
46,62,75,28,6,-1,88,-47,-21,22,-20,12,109,-87,-164,-93,-151,sitting
28,58,55,22,0,-7,73,-121,-491,-515,-615,27,103,-60,-230,-114,-157,standingup
28,58,55,22,0,-10,96,-112,-491,-516,-615,16,95,-48,-219,-92,-143,standingup
75,67,67,24,0,-21,88,-155,-27,88,-99,22,64,-118,-164,-90,-146,walking
28,58,55,22,0,-25,33,-25,-185,-210,-327,39,107,-101,-160,-91,-170,sitting
31,71,83,28,4,-7,94,-123,2,89,-137,26,118,-85,-180,-78,-156,standing
28,58,55,22,0,3,108,-97,-6,83,-126,40,98,-65,-184,-86,-157,standing
46,62,75,28,6,-8,182,-93,-40,128,-118,-3,202,-82,-145,-57,-160,walking
31,71,83,28,4,-12,88,-144,-29,76,-76,-6,112,-83,-166,-88,-162,standingup
46,62,75,28,6,0,93,-52,-20,23,-16,12,107,-91,-164,-95,-153,sitting
46,62,75,28,6,-13,93,-130,11,49,-60,13,66,-83,-221,-96,-163,standingup
46,62,75,28,6,1,158,-103,-24,130,-91,1,110,-76,-164,-91,-169,walking
31,71,83,28,4,-6,111,-114,40,75,-39,1,140,-85,-212,-60,-180,walking
28,58,55,22,0,-7,99,-94,3,82,-135,28,101,-83,-180,-79,-159,standing
75,67,67,24,0,-11,92,-148,-6,87,-96,14,121,-106,-194,-80,-153,standing
31,71,83,28,4,-15,95,-111,49,44,-130,26,120,-75,-160,-75,-149,standing
28,58,55,22,0,-3,100,-98,3,85,-124,31,107,-84,-194,-81,-157,standing
46,62,75,28,6,-6,105,-95,6,86,-123,23,108,-96,-179,-90,-158,standing
28,58,55,22,0,-2,102,-95,-3,86,-123,40,102,-60,-183,-82,-151,standing
46,62,75,28,6,-5,107,-102,6,87,-125,22,108,-96,-182,-91,-152,standing
31,71,83,28,4,3,70,-62,-22,-27,-23,61,54,-103,-96,-127,-168,sitting
28,58,55,22,0,-17,38,-20,-18,-27,-26,29,108,-79,-145,-94,-164,sitting
46,62,75,28,6,0,89,-48,-21,23,-18,13,109,-88,-164,-94,-151,sitting
28,58,55,22,0,-28,106,-129,-493,-516,-616,44,109,-157,-164,-84,-169,walking
28,58,55,22,0,0,102,-97,7,87,-123,20,97,-94,-202,-85,-161,standing
31,71,83,28,4,-11,93,-123,-1,90,-139,32,126,-78,-170,-73,-146,standing
46,62,75,28,6,-14,100,-94,-21,66,-123,51,104,-83,-159,-108,-174,walking
31,71,83,28,4,-9,96,-123,7,91,-137,36,126,-80,-171,-69,-159,standing
75,67,67,24,0,-10,92,-148,-8,86,-96,13,121,-107,-197,-81,-152,standing
31,71,83,28,4,-20,69,-152,-325,-308,-416,0,114,-70,-182,-119,-134,standingup
31,71,83,28,4,-7,95,-99,-330,-311,-421,-6,122,-97,-145,-99,-103,sittingdown
46,62,75,28,6,1,90,-46,-16,24,-14,14,107,-92,-161,-94,-160,sitting
46,62,75,28,6,-6,122,-66,-11,127,-109,-203,192,-45,-158,-97,-157,walking
28,58,55,22,0,-19,26,-16,-19,-21,-21,14,104,-72,-141,-94,-174,sitting
28,58,55,22,0,-29,13,-38,-248,-281,-339,38,108,-102,-160,-91,-169,sitting
75,67,67,24,0,-12,93,-153,-6,88,-91,16,122,-107,-206,-75,-163,standing
46,62,75,28,6,2,110,-93,8,5,-68,34,52,-66,-216,-86,-154,standingup
46,62,75,28,6,-13,113,-93,-24,84,-127,-10,233,-29,-194,-88,-143,walking
28,58,55,22,0,-24,39,-25,-175,-203,-322,40,106,-101,-165,-91,-170,sitting
31,71,83,28,4,-19,73,-173,-314,-307,-401,-5,110,-68,-201,-98,-118,standingup
46,62,75,28,6,-2,93,-98,25,50,-113,11,107,-85,-174,-105,-169,walking
31,71,83,28,4,-3,63,-145,-483,-506,-606,4,165,-73,-222,-65,-169,walking
31,71,83,28,4,-8,66,-157,14,110,-83,0,116,-67,-166,-108,-180,standingup
46,62,75,28,6,21,105,-33,14,24,-27,14,100,-59,-143,-99,-148,sittingdown
31,71,83,28,4,-3,98,-122,21,92,-111,32,124,-79,-168,-74,-159,standing
46,62,75,28,6,-3,98,-82,-6,81,-124,30,106,-85,-178,-89,-160,standing
75,67,67,24,0,13,105,-156,38,176,-93,14,133,-122,-217,-89,-141,walking
46,62,75,28,6,1,89,-46,-20,22,-17,11,108,-93,-164,-95,-153,sitting
46,62,75,28,6,-10,97,-98,1,79,-122,15,104,-90,-160,-106,-160,standing
28,58,55,22,0,-17,28,-16,-26,-23,-26,7,95,-79,-147,-94,-170,sitting
31,71,83,28,4,5,66,-58,-36,-23,-26,76,69,-105,-81,-140,-157,sitting
46,62,75,28,6,4,79,-94,-4,67,-122,14,107,-97,-165,-91,-170,walking
31,71,83,28,4,0,116,-166,-36,50,-45,40,32,-62,-166,-43,-155,standingup
28,58,55,22,0,2,97,-91,-460,-484,-584,42,108,-139,-206,-71,-171,walking
28,58,55,22,0,-12,39,-14,-3,-20,-22,29,107,-80,-149,-95,-164,sitting
28,58,55,22,0,-29,31,-27,-268,-358,-361,29,109,-101,-157,-94,-162,sitting
31,71,83,28,4,-11,98,-123,13,91,-139,34,118,-80,-171,-77,-155,standing
31,71,83,28,4,7,133,-106,-478,-501,-601,10,134,-88,-214,-74,-184,walking
31,71,83,28,4,-6,90,-131,3,90,-140,34,120,-80,-195,-74,-157,standing
28,58,55,22,0,-24,80,-102,-313,-295,-440,18,111,-86,-192,-81,-148,standingup
31,71,83,28,4,-8,120,-132,57,92,-135,-86,190,-102,-181,-85,-131,walking
28,58,55,22,0,0,101,-100,4,85,-123,17,88,-100,-205,-83,-158,standing
31,71,83,28,4,-38,122,-132,-489,-512,-611,-2,113,-108,-220,-50,-159,walking
46,62,75,28,6,-14,72,-115,-4,92,-87,32,234,-120,-165,-44,-151,walking
31,71,83,28,4,-9,94,-128,19,91,-133,43,113,-78,-164,-76,-169,standing
31,71,83,28,4,4,71,-61,-22,-26,-22,61,54,-103,-95,-128,-168,sitting
46,62,75,28,6,-10,95,-137,18,43,-45,19,80,-77,-233,-86,-160,standingup
28,58,55,22,0,-1,101,-100,2,85,-124,29,108,-83,-193,-82,-160,standing
46,62,75,28,6,-1,82,-103,-14,78,-121,32,97,-107,-194,-93,-164,walking
28,58,55,22,0,-28,27,-35,-262,-223,-333,37,107,-103,-164,-89,-170,sitting
28,58,55,22,0,-31,36,-36,-221,-224,-342,38,107,-102,-159,-94,-166,sitting
28,58,55,22,0,-3,102,-93,5,88,-121,26,101,-84,-193,-83,-156,standing
31,71,83,28,4,5,122,-102,-14,129,-107,3,136,-83,-222,-58,-182,walking
28,58,55,22,0,-28,33,-26,-215,-252,-341,38,107,-102,-159,-93,-164,sitting
28,58,55,22,0,-11,95,-117,3,-2,-5,16,111,-112,-180,-78,-136,sittingdown
28,58,55,22,0,-6,91,-151,-28,73,-63,16,106,-114,-221,-110,-151,sittingdown
28,58,55,22,0,-29,15,-30,-261,-258,-338,38,107,-102,-160,-91,-166,sitting
