@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
28,58,55,22,0,-10,132,-101,-92,53,-146,39,146,-119,-170,-72,-177,walking
28,58,55,22,0,14,118,-123,-493,-516,-616,52,185,-133,-158,-102,-155,walking
31,71,83,28,4,-45,123,-147,75,77,-192,16,122,-103,-223,-78,-157,walking
28,58,55,22,0,-23,22,-24,-221,-207,-319,37,108,-102,-162,-91,-167,sitting
46,62,75,28,6,-11,93,-95,-8,68,-125,10,101,-68,-160,-105,-155,standing
28,58,55,22,0,-15,96,-113,-418,-451,-551,25,27,-119,-169,-77,-178,walking
28,58,55,22,0,-24,34,-23,-182,-203,-322,38,107,-101,-161,-92,-170,sitting
31,71,83,28,4,-9,93,-113,62,40,-124,26,123,-82,-159,-74,-161,standing
46,62,75,28,6,-11,92,-97,-2,71,-126,16,104,-86,-162,-99,-155,standing
31,71,83,28,4,-9,92,-116,63,41,-123,23,123,-84,-174,-98,-114,standing
28,58,55,22,0,-20,80,-134,-33,83,-77,13,110,-110,-197,-110,-141,sittingdown
46,62,75,28,6,12,125,-12,-12,84,-95,-15,76,-100,-207,-155,-190,sittingdown
46,62,75,28,6,-4,76,-33,-1,22,-31,4,95,-70,-152,-110,-165,sitting
31,71,83,28,4,27,94,-133,-9,65,-41,67,60,-53,-184,-46,-116,standingup
28,58,55,22,0,-11,96,-122,-493,-516,-616,51,68,-102,-185,-84,-168,walking
31,71,83,28,4,-3,99,-120,7,93,-135,29,121,-83,-175,-75,-156,standing
75,67,67,24,0,-13,93,-101,-10,-25,-22,-73,78,-97,-105,-133,-141,sitting
46,62,75,28,6,-1,88,-48,-22,22,-19,8,107,-90,-164,-95,-156,sitting
46,62,75,28,6,-9,101,-101,4,81,-127,27,107,-98,-176,-90,-158,standing
28,58,55,22,0,9,74,-179,-9,17,-38,-499,-506,-613,-264,-113,-148,standingup
28,58,55,22,0,6,121,-113,-493,-516,-616,25,129,-114,-170,-81,-165,walking
31,71,83,28,4,4,68,-61,-23,-31,-25,63,56,-92,-91,-134,-169,sitting
31,71,83,28,4,-18,99,-116,-394,-446,-544,15,252,-23,-194,-71,-164,walking
31,71,83,28,4,6,73,-59,-33,-4,-23,65,58,-104,-99,-120,-187,sitting
31,71,83,28,4,-14,80,-141,-448,-470,-581,-4,116,-89,-193,-108,-156,sittingdown
75,67,67,24,0,-15,96,-100,-7,-10,-20,-63,87,-129,-106,-147,-129,sitting
46,62,75,28,6,24,95,-5,17,30,-28,22,98,-50,-141,-101,-148,sitting
31,71,83,28,4,7,94,-114,-492,-515,-615,20,125,-89,-222,-85,-191,walking
75,67,67,24,0,-6,95,-149,-10,89,-97,13,121,-108,-188,-83,-144,standing
46,62,75,28,6,-6,103,-100,4,81,-124,22,108,-99,-181,-87,-159,standing
46,62,75,28,6,-4,97,-66,-16,18,-17,-14,104,-90,-140,-107,-152,sitting
46,62,75,28,6,-4,78,-27,2,24,-29,6,94,-68,-153,-109,-162,sitting
28,58,55,22,0,-27,26,-26,-281,-374,-458,27,109,-87,-150,-94,-169,sitting
46,62,75,28,6,-4,101,-79,13,83,-113,46,51,-66,-176,-91,-153,standingup
31,71,83,28,4,-18,76,-105,-268,-288,-385,-7,100,-84,-152,-110,-127,standingup
28,58,55,22,0,-13,79,-119,-493,-516,-615,23,117,-136,-186,-65,-170,walking
75,67,67,24,0,-15,94,-101,-11,-9,-21,-62,87,-129,-97,-142,-146,sitting
75,67,67,24,0,-7,94,-148,-5,90,-99,15,122,-108,-185,-79,-157,standing
75,67,67,24,0,-12,90,-151,-9,46,-41,-18,116,-94,-231,-75,-152,standingup
31,71,83,28,4,7,73,-58,-16,9,-22,65,58,-104,-98,-125,-170,sitting
28,58,55,22,0,-14,97,-125,-492,-515,-616,56,20,-123,-175,-83,-170,walking
46,62,75,28,6,16,105,-61,17,77,-68,20,104,-70,-169,-100,-156,sittingdown
46,62,75,28,6,-6,68,-45,-7,18,-36,1,94,-75,-159,-109,-168,sitting
46,62,75,28,6,-15,135,-116,-12,108,-120,20,104,-107,-174,-113,-160,walking
28,58,55,22,0,-10,107,-109,-1,97,-99,42,149,-86,-172,-97,-167,walking
46,62,75,28,6,-1,104,-84,3,85,-66,10,110,-90,-151,-101,-157,walking
46,62,75,28,6,-3,106,-99,6,88,-121,23,108,-99,-183,-88,-163,standing
46,62,75,28,6,-6,99,-109,3,97,-127,24,105,-84,-164,-70,-156,walking
28,58,55,22,0,-20,115,-113,-492,-515,-616,-31,148,-88,-162,-65,-170,walking
31,71,83,28,4,4,97,-171,-33,40,-35,51,44,-59,-131,-43,-167,standingup
46,62,75,28,6,0,90,-49,-21,22,-19,11,107,-92,-165,-96,-153,sitting
31,71,83,28,4,-1,111,-115,-312,-306,-415,-8,117,-85,-168,-78,-118,sittingdown
31,71,83,28,4,-46,99,-139,65,83,-200,13,120,-115,-231,-63,-158,walking
31,71,83,28,4,-8,65,-145,-29,123,-140,-4,140,2,-191,-61,-165,walking
46,62,75,28,6,25,96,-5,18,31,-27,22,98,-49,-139,-100,-146,sitting
46,62,75,28,6,-7,72,-38,-5,19,-34,3,94,-71,-153,-108,-164,sitting
31,71,83,28,4,-18,94,-127,13,89,-139,36,124,-77,-168,-71,-151,standing
46,62,75,28,6,2,108,-94,7,46,-74,37,46,-59,-200,-91,-147,standingup
31,71,83,28,4,-18,91,-121,24,86,-141,38,57,-118,-204,-73,-172,walking
75,67,67,24,0,-4,95,-143,2,58,-106,17,114,-126,-214,-93,-140,walking
28,58,55,22,0,-25,28,-13,-260,-371,-450,27,109,-86,-149,-94,-170,sitting
46,62,75,28,6,-1,97,-62,-16,20,-14,-13,104,-91,-161,-96,-154,sitting
28,58,55,22,0,1,104,-96,-3,86,-123,37,95,-68,-193,-91,-160,standing
75,67,67,24,0,-16,91,-157,-5,89,-93,18,126,-103,-192,-74,-152,standing
46,62,75,28,6,-3,78,-31,0,23,-32,5,94,-69,-152,-109,-163,sitting
31,71,83,28,4,4,69,-61,-26,2,-24,86,79,-139,-100,-119,-192,sitting
46,62,75,28,6,-2,101,-80,13,84,-92,14,109,-101,-184,-87,-163,standing
31,71,83,28,4,8,92,-124,23,78,-102,25,116,-70,-170,-104,-170,standingup
31,71,83,28,4,-7,88,-77,-34,-18,-47,19,119,-75,-120,-133,-103,sittingdown
46,62,75,28,6,1,98,-60,-13,21,-13,-14,104,-92,-165,-96,-153,sitting
31,71,83,28,4,-5,95,-108,13,89,-121,23,122,-85,-163,-79,-149,standing
31,71,83,28,4,-7,83,-144,2,97,-111,5,120,-80,-164,-116,-178,standingup
46,62,75,28,6,4,99,-73,-10,24,-17,2,102,-73,-166,-94,-151,sittingdown
28,58,55,22,0,-10,89,-120,-493,-516,-616,30,122,-128,-192,-71,-167,walking
28,58,55,22,0,-9,104,-94,-491,-513,-612,22,109,-102,-198,-88,-165,standing
28,58,55,22,0,-2,84,-111,-434,-449,-549,58,23,-110,-162,-69,-175,walking
28,58,55,22,0,-6,90,-115,-408,-421,-522,35,118,-138,-209,-70,-156,walking
31,71,83,28,4,7,72,-58,-16,10,-22,65,58,-105,-98,-125,-171,sitting
31,71,83,28,4,-1,66,-65,-24,-29,-24,67,60,-99,-91,-125,-163,sitting
31,71,83,28,4,4,69,-115,57,43,-169,27,122,-91,-239,-86,-185,walking
46,62,75,28,6,4,91,-42,-14,19,-14,6,102,-61,-153,-91,-158,sittingdown
31,71,83,28,4,6,90,-119,-492,-515,-615,22,124,-95,-233,-84,-189,walking
46,62,75,28,6,-5,105,-100,6,86,-123,25,108,-99,-178,-89,-159,standing
46,62,75,28,6,-6,96,-86,2,71,-113,22,104,-82,-163,-100,-156,standing
31,71,83,28,4,10,65,-158,8,89,-67,-7,115,-67,-167,-103,-176,standingup
46,62,75,28,6,-2,106,-91,16,88,-92,12,108,-102,-186,-88,-162,standing
28,58,55,22,0,-11,151,-145,-58,151,-66,-172,261,-68,-156,-73,-154,walking
46,62,75,28,6,-10,109,-124,40,98,-105,-59,135,-56,-154,-89,-133,walking
31,71,83,28,4,-23,97,-153,61,42,-174,9,165,-75,-223,-52,-164,walking
31,71,83,28,4,25,89,-127,-8,83,-102,20,115,-114,-197,-71,-158,walking
31,71,83,28,4,-6,115,-114,-376,-443,-549,-156,235,-53,-216,-78,-168,walking
31,71,83,28,4,3,119,-109,41,93,-117,5,144,-75,-227,-54,-159,walking
28,58,55,22,0,-28,30,-21,-258,-369,-449,27,109,-87,-153,-94,-170,sitting
28,58,55,22,0,-4,101,-98,3,85,-125,23,98,-91,-196,-82,-156,standing
28,58,55,22,0,-16,83,-53,-8,-38,-16,-456,-462,-569,-201,-86,-158,standingup
46,62,75,28,6,0,90,-46,-21,23,-15,11,108,-91,-165,-95,-152,sitting
46,62,75,28,6,2,149,-80,-74,152,-103,2,111,-76,-164,-80,-163,walking
75,67,67,24,0,-12,91,-155,-3,90,-92,15,120,-108,-196,-77,-154,standing
46,62,75,28,6,-1,100,-69,7,70,-107,31,104,-83,-155,-103,-152,standing
28,58,55,22,0,-10,102,-121,-491,-514,-613,29,154,-138,-150,-83,-169,walking
28,58,55,22,0,-9,89,-101,-492,-516,-616,33,137,-114,-171,-86,-174,walking
28,58,55,22,0,-1,103,-100,13,88,-123,22,90,-97,-197,-91,-166,standing
28,58,55,22,0,-4,102,-96,13,88,-122,37,102,-84,-136,-116,-137,standing
46,62,75,28,6,2,91,-48,-17,23,-15,9,107,-92,-166,-93,-158,sitting
31,71,83,28,4,0,51,-146,27,87,-172,-47,150,-92,-239,-37,-158,walking
28,58,55,22,0,-15,85,-52,-7,-31,-15,-46,26,-163,-167,-87,-160,standingup
75,67,67,24,0,-12,93,-91,-11,-22,-21,-69,83,-102,-89,-149,-162,sitting
31,71,83,28,4,-9,93,-94,-362,-351,-500,6,115,-85,-137,-125,-115,sittingdown
28,58,55,22,0,-18,23,-19,-21,-22,-23,-6,80,-93,-148,-95,-171,sitting
31,71,83,28,4,5,67,-57,-35,-23,-25,69,62,-108,-90,-138,-171,sitting
28,58,55,22,0,-2,101,-98,2,85,-124,29,106,-86,-197,-87,-163,standing
46,62,75,28,6,1,90,-43,-16,23,-16,14,107,-92,-163,-94,-159,sitting
75,67,67,24,0,-16,91,-158,-4,90,-98,12,120,-108,-195,-82,-149,standing
28,58,55,22,0,1,103,-166,8,44,-15,7,90,-34,-275,-111,-118,standingup
28,58,55,22,0,-26,37,-24,-255,-238,-354,38,107,-102,-160,-94,-166,sitting
46,62,75,28,6,0,111,-112,-1,77,-102,11,107,-90,-200,-91,-179,walking
28,58,55,22,0,-19,120,-117,-389,-411,-511,9,247,-62,-170,-78,-167,walking
28,58,55,22,0,-24,21,-21,-243,-265,-329,38,107,-102,-164,-90,-161,sitting
75,67,67,24,0,-23,94,-145,8,-17,-22,-18,113,-83,-255,-84,-146,standingup
46,62,75,28,6,-1,88,-48,-22,22,-20,11,108,-91,-164,-94,-151,sitting
31,71,83,28,4,-8,95,-112,65,42,-120,24,122,-84,-163,-75,-162,standing
75,67,67,24,0,-11,94,-146,-9,89,-97,20,125,-102,-187,-75,-148,standing
31,71,83,28,4,-8,67,-120,63,45,-166,19,128,-108,-194,-67,-166,walking
31,71,83,28,4,8,70,-58,-23,-29,-23,70,63,-95,-89,-134,-169,sitting
46,62,75,28,6,-2,89,-48,-19,23,-17,16,108,-89,-160,-94,-160,sitting
28,58,55,22,0,-26,31,-24,-186,-201,-334,38,107,-101,-160,-92,-167,sitting
46,62,75,28,6,-10,94,-115,2,79,-68,11,99,-75,-216,-98,-162,standingup
31,71,83,28,4,7,55,-126,-414,-458,-559,9,125,-100,-224,-68,-166,walking
31,71,83,28,4,-11,91,-126,4,89,-137,30,126,-83,-170,-73,-156,standing
28,58,55,22,0,-11,88,-124,-420,-430,-532,28,127,-126,-160,-90,-182,walking
46,62,75,28,6,-5,79,-103,2,86,-107,63,48,-137,-181,-103,-157,walking
46,62,75,28,6,-11,93,-97,0,71,-123,20,103,-90,-159,-103,-155,standing
75,67,67,24,0,-9,95,-154,-8,87,-96,14,121,-110,-177,-80,-158,standing
46,62,75,28,6,-2,88,-49,-20,21,-18,15,108,-90,-159,-95,-159,sitting
46,62,75,28,6,-13,139,-66,33,141,-143,9,112,-73,-162,-87,-174,walking
75,67,67,24,0,-14,96,-99,-18,-19,-22,-82,66,-102,-108,-119,-148,sitting
31,71,83,28,4,-11,92,-134,-17,89,-130,26,118,-79,-178,-76,-156,standing
28,58,55,22,0,-27,27,-19,-267,-373,-454,27,108,-87,-152,-95,-169,sitting
28,58,55,22,0,-25,38,-24,-255,-355,-404,26,106,-89,-151,-95,-171,sitting
28,58,55,22,0,-31,22,-34,-202,-211,-341,38,107,-101,-162,-92,-167,sitting
75,67,67,24,0,-9,96,-99,-16,-15,-20,-64,87,-132,-98,-145,-138,sitting
75,67,67,24,0,-14,96,-96,-11,-22,-21,-70,83,-103,-77,-122,-177,sitting
31,71,83,28,4,-4,97,-120,4,92,-133,32,125,-77,-165,-66,-159,standing
31,71,83,28,4,-13,82,-159,-267,-287,-382,-10,98,-82,-229,-87,-166,standingup
46,62,75,28,6,-3,86,-87,9,71,-120,9,108,-99,-176,-91,-175,walking
28,58,55,22,0,-17,94,-107,0,-8,-10,6,113,-118,-164,-90,-142,sittingdown
31,71,83,28,4,5,67,-57,-34,-23,-26,69,62,-108,-90,-138,-170,sitting
28,58,55,22,0,0,101,-95,3,88,-122,24,100,-89,-195,-88,-162,standing
31,71,83,28,4,-11,94,-111,62,50,-122,26,122,-84,-160,-79,-151,standing
31,71,83,28,4,4,139,-116,-66,112,-53,1,144,-101,-217,-69,-190,walking
31,71,83,28,4,7,70,-56,-33,-21,-23,70,63,-108,-90,-139,-170,sitting
75,67,67,24,0,-16,89,-159,-8,87,-96,16,121,-107,-194,-85,-141,standing
75,67,67,24,0,-13,95,-96,-14,-21,-21,-70,82,-103,-117,-124,-123,sitting
46,62,75,28,6,0,93,-51,-20,23,-16,13,108,-89,-163,-95,-153,sitting
28,58,55,22,0,-3,101,-102,10,83,-128,41,105,-81,-195,-85,-157,standing
75,67,67,24,0,-12,94,-93,-3,-12,-22,-62,85,-132,-182,-92,-125,sitting
31,71,83,28,4,0,67,-66,-37,-9,-28,66,59,-103,-98,-118,-183,sitting
31,71,83,28,4,20,76,-142,3,91,-62,20,116,-66,-169,-78,-158,standingup
31,71,83,28,4,0,67,-66,-24,6,-28,83,76,-142,-97,-116,-182,sitting
31,71,83,28,4,7,72,-60,-23,-28,-22,68,61,-96,-92,-134,-170,sitting
31,71,83,28,4,-23,88,-139,61,60,-179,25,124,-89,-176,-63,-167,walking
28,58,55,22,0,24,127,-114,-493,-516,-616,32,198,-108,-171,-87,-153,walking
31,71,83,28,4,7,70,-56,-34,-21,-23,70,62,-108,-92,-138,-163,sitting
28,58,55,22,0,-28,29,-28,-239,-241,-343,38,108,-102,-156,-92,-165,sitting
28,58,55,22,0,-5,73,-133,-435,-479,-580,374,78,-236,-171,-80,-153,walking
46,62,75,28,6,-3,100,-67,-13,21,-14,-13,104,-90,-152,-101,-146,sitting
46,62,75,28,6,23,109,-20,15,28,-30,13,98,-62,-144,-102,-161,sittingdown
31,71,83,28,4,3,70,-62,-23,-30,-23,61,54,-104,-94,-130,-167,sitting
31,71,83,28,4,5,72,-59,-33,-4,-24,66,59,-103,-99,-120,-186,sitting
75,67,67,24,0,-12,94,-95,4,-30,-21,-59,92,-121,-104,-120,-158,sitting
31,71,83,28,4,11,96,-118,18,91,-96,8,118,-72,-152,-79,-167,standingup
75,67,67,24,0,-9,96,-99,-22,-15,-22,-69,81,-126,-106,-125,-146,sitting
75,67,67,24,0,-17,94,-97,-23,-16,-22,-75,77,-95,-109,-194,-128,sitting
28,58,55,22,0,-5,94,-125,10,2,-16,10,83,-115,-181,-99,-140,sittingdown
28,58,55,22,0,23,120,-126,-446,-462,-562,60,172,-134,-160,-107,-155,walking
28,58,55,22,0,-9,102,-96,-493,-515,-615,26,111,-97,-191,-79,-158,standing
28,58,55,22,0,-2,125,-111,-493,-516,-616,-136,192,-11,-173,-64,-172,walking
31,71,83,28,4,-30,78,-117,9,88,-132,63,28,-120,-240,-68,-174,walking
28,58,55,22,0,-5,91,-100,6,-17,-14,16,109,-82,-192,-85,-150,standingup
28,58,55,22,0,-3,101,-97,9,88,-120,30,106,-88,-197,-88,-166,standing
46,62,75,28,6,-7,103,-79,3,84,-119,28,107,-85,-151,-93,-149,standing
31,71,83,28,4,-8,97,-125,5,92,-137,28,120,-87,-173,-76,-158,standing
31,71,83,28,4,-1,126,-132,2,93,-121,24,174,-69,-215,-70,-159,walking
46,62,75,28,6,-11,90,-98,-4,71,-125,11,103,-88,-166,-103,-161,standing
46,62,75,28,6,0,88,-47,-19,22,-19,14,108,-92,-162,-94,-158,sitting
46,62,75,28,6,-8,96,-89,2,72,-118,22,104,-85,-157,-100,-159,standing
46,62,75,28,6,-11,92,-91,-6,67,-122,14,100,-69,-156,-103,-153,standing
31,71,83,28,4,7,72,-58,-17,10,-22,65,58,-105,-98,-124,-173,sitting
28,58,55,22,0,-12,109,-123,-490,-513,-613,28,156,-115,-168,-60,-179,walking
31,71,83,28,4,2,68,-62,-24,-28,-24,61,54,-103,-95,-129,-167,sitting
31,71,83,28,4,-34,95,-130,10,101,-122,41,82,-157,-203,-81,-149,walking
31,71,83,28,4,-9,95,-121,4,89,-138,30,118,-83,-170,-76,-162,standing
28,58,55,22,0,16,132,-125,-476,-500,-600,23,143,-126,-155,-54,-178,walking
46,62,75,28,6,-11,95,-99,0,75,-124,14,103,-93,-173,-105,-162,standing
46,62,75,28,6,-8,93,-92,-2,74,-118,11,104,-90,-169,-103,-162,standing
46,62,75,28,6,-8,98,-90,2,74,-120,20,104,-85,-156,-105,-157,standing
28,58,55,22,0,4,103,-97,3,86,-120,-38,26,-144,-207,-87,-166,standing
46,62,75,28,6,0,108,-101,-231,-216,-340,58,112,-11,-156,-74,-166,walking
31,71,83,28,4,-6,98,-120,5,93,-136,29,119,-83,-175,-75,-160,standing
31,71,83,28,4,-7,97,-123,2,92,-138,33,124,-80,-173,-73,-156,standing
31,71,83,28,4,-1,66,-66,-25,-33,-26,68,60,-99,-91,-126,-159,sitting
46,62,75,28,6,-3,78,-32,-1,23,-31,3,94,-70,-151,-110,-165,sitting
31,71,83,28,4,4,69,-63,-23,-31,-25,61,54,-104,-95,-135,-156,sitting
28,58,55,22,0,-29,23,-29,-269,-316,-345,37,108,-102,-161,-90,-170,sitting
28,58,55,22,0,-2,85,-161,17,-5,-12,11,107,-123,-255,-121,-138,sittingdown
31,71,83,28,4,3,69,-62,-24,-31,-25,61,54,-104,-94,-133,-163,sitting
31,71,83,28,4,-3,99,-115,3,92,-137,32,118,-77,-172,-75,-159,standing
46,62,75,28,6,-6,64,-56,-10,13,-37,-1,94,-73,-163,-106,-171,sitting
31,71,83,28,4,-9,99,-123,0,92,-139,30,118,-81,-176,-77,-158,standing
31,71,83,28,4,-11,82,-81,-421,-453,-565,-4,119,-83,-136,-147,-105,sittingdown
46,62,75,28,6,-6,74,-34,-2,21,-34,4,95,-69,-152,-109,-164,sitting
46,62,75,28,6,1,89,-49,-21,22,-19,8,108,-89,-164,-95,-155,sitting
28,58,55,22,0,-28,17,-31,-245,-226,-327,38,108,-102,-161,-91,-167,sitting
31,71,83,28,4,-10,97,-131,9,93,-126,40,124,-76,-179,-71,-145,standing
46,62,75,28,6,-1,91,-52,-22,22,-19,8,107,-87,-160,-96,-154,sitting
31,71,83,28,4,-4,94,-108,14,89,-119,26,123,-85,-159,-74,-165,standing
31,71,83,28,4,-14,96,-123,-4,88,-146,37,121,-71,-159,-74,-153,standing
28,58,55,22,0,-9,31,-9,-5,-19,-19,6,95,-80,-147,-95,-169,sitting
31,71,83,28,4,-3,108,-142,112,97,-112,8,145,-69,-220,-78,-170,walking
31,71,83,28,4,-11,92,-132,21,90,-119,29,120,-81,-172,-74,-155,standing
46,62,75,28,6,-6,99,-87,4,71,-115,21,102,-86,-164,-106,-157,standing
28,58,55,22,0,-18,36,-26,-26,-27,-26,28,108,-86,-149,-94,-170,sitting
31,71,83,28,4,-40,135,-141,-433,-481,-580,14,125,-110,-218,-68,-165,walking
28,58,55,22,0,-1,102,-94,5,87,-123,25,102,-86,-194,-87,-163,standing
46,62,75,28,6,-5,105,-95,7,89,-122,27,108,-99,-174,-90,-159,standing
28,58,55,22,0,-4,99,-102,2,83,-126,29,107,-83,-190,-83,-159,standing
46,62,75,28,6,-19,117,-88,-12,100,-106,35,192,-89,-146,-107,-167,walking
46,62,75,28,6,-4,67,-54,-9,16,-36,-1,94,-73,-161,-109,-173,sitting
75,67,67,24,0,-9,82,-166,-19,66,-55,1,121,-102,-215,-87,-141,sittingdown
31,71,83,28,4,-20,98,-122,-393,-459,-552,-18,175,-83,-212,-70,-172,walking
46,62,75,28,6,-12,92,-94,-7,70,-125,13,99,-70,-160,-107,-155,standing
31,71,83,28,4,-12,95,-125,4,89,-142,32,117,-82,-173,-79,-157,standing
28,58,55,22,0,-4,108,-89,-491,-513,-614,-2,81,-123,-197,-84,-164,standing
46,62,75,28,6,-2,111,-99,8,94,-120,27,108,-99,-177,-90,-159,standing
28,58,55,22,0,-25,25,-25,-229,-212,-325,38,107,-102,-161,-91,-168,sitting
28,58,55,22,0,-22,34,-24,-238,-257,-333,37,107,-102,-164,-90,-165,sitting
28,58,55,22,0,-18,37,-23,-24,-29,-27,29,108,-80,-146,-95,-164,sitting
46,62,75,28,6,-3,107,-100,5,85,-122,24,108,-97,-190,-88,-156,standing
31,71,83,28,4,14,106,-118,-22,16,-30,69,63,-58,-144,-96,-133,standingup
28,58,55,22,0,-10,39,-13,-19,-23,-28,27,105,-82,-153,-93,-162,sitting
75,67,67,24,0,-13,91,-158,-5,89,-94,15,122,-106,-209,-76,-162,standing
28,58,55,22,0,-29,35,-25,-265,-363,-444,26,106,-88,-149,-94,-168,sitting
31,71,83,28,4,6,68,-56,-34,-22,-23,72,64,-110,-87,-145,-164,sitting
28,58,55,22,0,-5,107,-103,-492,-515,-616,35,226,-95,-149,-88,-163,walking
46,62,75,28,6,-2,95,-62,-18,17,-17,-14,104,-91,-167,-96,-154,sitting
31,71,83,28,4,-18,87,-133,-308,-304,-431,12,116,-76,-179,-83,-140,sittingdown
75,67,67,24,0,-14,92,-157,-4,91,-93,17,125,-105,-189,-76,-154,standing
31,71,83,28,4,-14,73,-105,-262,-279,-378,-3,106,-85,-112,-115,-117,sittingdown
28,58,55,22,0,-29,27,-29,-271,-359,-374,29,109,-101,-157,-94,-162,sitting
75,67,67,24,0,-5,86,-148,-18,95,-116,29,132,-110,-204,-65,-139,walking
28,58,55,22,0,-19,31,-15,-13,-20,-21,-9,77,-95,-149,-94,-169,sitting
46,62,75,28,6,-10,91,-95,-7,72,-123,7,99,-69,-163,-105,-158,standing
46,62,75,28,6,-2,101,-86,-5,81,-125,27,106,-86,-178,-89,-160,standing
28,58,55,22,0,-30,34,-24,-270,-361,-450,27,106,-88,-151,-95,-171,sitting
46,62,75,28,6,-22,71,-113,-14,100,-111,33,239,-111,-119,-55,-150,walking
75,67,67,24,0,-10,85,-156,-13,80,-77,14,122,-105,-197,-88,-150,sittingdown
46,62,75,28,6,-9,91,-92,-4,72,-122,15,105,-87,-159,-101,-160,standing
46,62,75,28,6,-8,105,-97,5,86,-123,25,108,-97,-179,-91,-153,standing
46,62,75,28,6,32,103,14,15,35,-28,29,102,-40,-133,-98,-143,sitting
28,58,55,22,0,-12,95,-91,12,-11,-11,19,106,-117,-163,-93,-157,sittingdown
31,71,83,28,4,5,71,-60,-34,-5,-24,69,61,-102,-97,-120,-186,sitting
46,62,75,28,6,-5,153,-113,-43,110,-2,24,193,-85,-155,-63,-153,walking
31,71,83,28,4,-36,97,-120,0,89,-94,37,117,-69,-144,-116,-107,standing
31,71,83,28,4,-11,80,-154,19,94,-124,19,120,-82,-167,-100,-171,standingup
28,58,55,22,0,-2,104,-96,8,89,-119,31,103,-85,-203,-92,-166,standing
46,62,75,28,6,-5,97,-86,3,73,-115,21,103,-85,-155,-106,-153,standing
46,62,75,28,6,-5,98,-75,-6,68,-114,27,102,-61,-158,-102,-149,standing
31,71,83,28,4,-10,112,-122,-490,-514,-614,30,194,-69,-211,-88,-172,walking
28,58,55,22,0,-19,96,-136,-485,-508,-608,23,150,-126,-169,-65,-169,walking
31,71,83,28,4,4,68,-61,-19,9,-25,65,58,-104,-97,-124,-170,sitting
46,62,75,28,6,0,115,-104,13,73,-154,6,145,-80,-149,-68,-165,walking
75,67,67,24,0,-8,99,-128,5,-40,-22,-7,121,-101,-193,-114,-104,sittingdown
28,58,55,22,0,-7,83,-120,-491,-514,-614,22,104,-67,-222,-120,-163,standingup
46,62,75,28,6,-3,92,-90,11,70,-105,9,102,-102,-187,-86,-177,walking
46,62,75,28,6,1,91,-49,-18,22,-15,10,107,-92,-160,-95,-160,sitting
46,62,75,28,6,1,93,-67,18,1,-74,29,40,-95,-193,-104,-160,standingup
31,71,83,28,4,-10,96,-132,6,92,-102,28,130,-94,-183,-73,-140,standing
31,71,83,28,4,-8,96,-129,9,93,-128,33,125,-80,-181,-71,-150,standing
28,58,55,22,0,-30,30,-32,-274,-353,-359,30,110,-101,-153,-93,-161,sitting
31,71,83,28,4,-13,94,-122,-294,-300,-407,20,120,-81,-181,-84,-139,sittingdown
46,62,75,28,6,0,91,-48,-21,22,-16,7,107,-91,-174,-95,-146,sitting
28,58,55,22,0,-27,15,-38,-242,-262,-334,37,107,-102,-161,-90,-170,sitting
28,58,55,22,0,-3,99,-86,16,76,-133,-499,-506,-613,-189,-87,-161,standingup
31,71,83,28,4,1,64,-64,-35,-26,-28,71,64,-107,-89,-137,-165,sitting
28,58,55,22,0,-8,104,-90,-491,-514,-614,20,106,-102,-196,-85,-168,standing
28,58,55,22,0,-27,25,-21,-269,-372,-453,27,109,-88,-152,-95,-170,sitting
31,71,83,28,4,-8,139,-98,-312,-373,-481,-297,250,-98,-187,-83,-160,walking
31,71,83,28,4,7,73,-59,-26,4,-23,87,80,-139,-99,-120,-187,sitting
31,71,83,28,4,1,66,-64,-20,7,-26,68,62,-100,-92,-119,-166,sitting
46,62,75,28,6,-5,106,-95,15,89,-116,0,104,-70,-139,-101,-158,sittingdown
46,62,75,28,6,-1,151,-109,-55,129,-57,0,119,-86,-157,-93,-164,walking
28,58,55,22,0,-6,102,-96,10,83,-134,23,89,-94,-187,-80,-154,standing
31,71,83,28,4,15,59,-157,5,84,-61,25,111,-62,-172,-73,-142,standingup
75,67,67,24,0,-11,97,-140,-10,89,-103,27,122,-111,-196,-81,-149,sittingdown
46,62,75,28,6,-11,93,-92,-7,70,-122,15,101,-65,-149,-101,-149,standing
28,58,55,22,0,-1,102,-97,-4,83,-127,34,100,-61,-184,-84,-156,standing
46,62,75,28,6,-2,88,-48,-21,22,-18,11,108,-89,-162,-93,-157,sitting
28,58,55,22,0,-5,101,-102,9,86,-127,36,102,-87,-189,-86,-162,standing
46,62,75,28,6,-8,112,-118,-214,-288,-417,-98,154,152,-161,-81,-156,walking
28,58,55,22,0,0,81,-124,-10,78,-88,21,108,-112,-187,-88,-145,sittingdown
46,62,75,28,6,-15,118,-89,-20,91,-128,21,251,-37,-153,-106,-165,walking
46,62,75,28,6,-6,104,-93,5,85,-124,22,108,-96,-181,-90,-157,standing
