@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
31,71,83,28,4,1,65,-64,-20,6,-26,67,60,-102,-94,-120,-167,sitting
28,58,55,22,0,-31,25,-29,-198,-207,-340,38,107,-101,-159,-92,-166,sitting
31,71,83,28,4,-20,115,-135,78,100,-193,-10,111,-91,-216,-46,-156,walking
46,62,75,28,6,-6,66,-51,-9,16,-39,1,94,-71,-161,-109,-169,sitting
46,62,75,28,6,0,101,-65,-10,22,-12,-14,104,-92,-145,-105,-150,sitting
31,71,83,28,4,-2,95,-126,23,94,-100,20,121,-75,-156,-72,-172,standingup
46,62,75,28,6,-3,91,-49,-19,22,-17,15,107,-92,-158,-96,-158,sitting
31,71,83,28,4,3,68,-63,-24,-28,-25,61,54,-103,-95,-127,-166,sitting
28,58,55,22,0,-4,102,-99,10,84,-128,41,104,-82,-190,-84,-154,standing
31,71,83,28,4,0,94,-108,11,91,-104,18,125,-89,-168,-68,-171,standing
46,62,75,28,6,-10,97,-138,29,61,-165,2,146,-74,-145,-79,-164,walking
28,58,55,22,0,-1,87,-100,-2,-22,-10,-346,-396,-503,-194,-105,-187,standingup
31,71,83,28,4,-4,98,-130,13,95,-122,21,120,-86,-190,-76,-153,standing
28,58,55,22,0,-28,25,-23,-184,-196,-330,38,107,-101,-163,-93,-166,sitting
46,62,75,28,6,-7,103,-101,5,84,-126,23,108,-96,-183,-92,-152,standing
28,58,55,22,0,-12,102,-100,-493,-515,-615,16,102,-109,-187,-86,-171,standing
31,71,83,28,4,-34,66,-116,-4,87,-116,60,26,-125,-223,-72,-154,walking
28,58,55,22,0,-17,38,-20,-16,-26,-26,30,107,-80,-144,-94,-164,sitting
46,62,75,28,6,-1,92,-51,-21,22,-17,12,109,-89,-164,-95,-151,sitting
46,62,75,28,6,32,104,15,15,35,-27,30,102,-38,-131,-96,-141,sitting
31,71,83,28,4,-5,98,-116,7,92,-136,31,119,-84,-170,-77,-161,standing
31,71,83,28,4,3,71,-61,-22,-27,-23,63,55,-103,-96,-129,-165,sitting
28,58,55,22,0,-5,100,-107,54,30,-91,28,108,-119,-190,-89,-145,sittingdown
28,58,55,22,0,-5,142,-124,-493,-516,-616,-190,226,-78,-178,-64,-170,walking
31,71,83,28,4,5,67,-58,-35,-23,-25,75,68,-107,-87,-135,-161,sitting
28,58,55,22,0,-31,29,-31,-284,-360,-373,29,110,-101,-157,-94,-162,sitting
46,62,75,28,6,34,124,-15,27,29,-24,21,101,-54,-157,-97,-150,sittingdown
46,62,75,28,6,-7,107,-101,13,12,-21,19,95,-86,-189,-93,-154,standingup
28,58,55,22,0,2,101,-83,-4,87,-122,26,97,-48,-194,-85,-157,standing
31,71,83,28,4,-13,102,-146,-270,-288,-389,-11,109,-93,-164,-102,-123,standingup
46,62,75,28,6,-2,89,-49,-21,22,-17,17,109,-87,-162,-93,-157,sitting
46,62,75,28,6,-2,96,-110,6,72,-64,24,91,-80,-212,-92,-160,standingup
46,62,75,28,6,-5,115,-78,31,49,-113,0,110,-73,-176,-96,-163,walking
31,71,83,28,4,5,77,-121,-493,-516,-616,21,133,-107,-198,-64,-167,walking
31,71,83,28,4,0,66,-67,-25,-32,-26,68,61,-98,-86,-125,-161,sitting
28,58,55,22,0,-1,103,-92,3,84,-134,26,103,-76,-193,-83,-157,standing
31,71,83,28,4,-14,86,-109,-438,-471,-571,36,155,-79,-187,-71,-172,walking
46,62,75,28,6,-5,91,-93,16,58,-110,-3,109,-89,-192,-83,-172,walking
28,58,55,22,0,-28,23,-31,-272,-358,-341,38,108,-101,-159,-93,-162,sitting
31,71,83,28,4,4,71,-62,-22,-26,-22,63,56,-102,-95,-126,-166,sitting
46,62,75,28,6,-14,114,-98,-20,84,-118,41,179,-60,-152,-100,-163,walking
31,71,83,28,4,-7,94,-112,18,87,-122,27,123,-83,-163,-73,-162,standing
31,71,83,28,4,22,102,-94,-34,3,-21,83,76,-52,-103,-111,-167,standingup
46,62,75,28,6,0,91,-145,-6,76,-60,13,107,-76,-205,-97,-164,sittingdown
28,58,55,22,0,-12,96,-97,5,-15,-3,15,101,-111,-149,-94,-152,sittingdown
75,67,67,24,0,-11,94,-88,-1,-14,-22,-68,81,-131,-188,-94,-127,sitting
46,62,75,28,6,-2,124,-111,30,60,-127,14,186,-95,-154,-65,-150,walking
28,58,55,22,0,-26,16,-37,-239,-260,-333,38,107,-102,-158,-90,-168,sitting
28,58,55,22,0,0,102,-95,-1,89,-121,41,98,-65,-197,-91,-157,standing
31,71,83,28,4,5,67,-58,-34,-23,-25,74,67,-107,-87,-136,-164,sitting
28,58,55,22,0,-2,100,-93,-7,84,-125,46,98,-59,-184,-80,-153,standing
31,71,83,28,4,-16,103,-118,14,21,-12,9,124,-88,-238,-98,-185,walking
28,58,55,22,0,-33,20,-31,-283,-375,-458,28,110,-86,-146,-94,-170,sitting
28,58,55,22,0,-1,101,-99,6,86,-121,31,110,-88,-190,-80,-161,standing
46,62,75,28,6,-5,67,-51,-8,17,-34,-2,92,-74,-165,-109,-173,sitting
28,58,55,22,0,-4,101,-102,12,83,-127,39,106,-82,-189,-81,-153,standing
46,62,75,28,6,-7,104,-101,8,86,-122,38,105,-95,-176,-91,-156,standing
28,58,55,22,0,4,110,-92,-487,-510,-610,-80,231,-56,-170,-67,-157,walking
28,58,55,22,0,-8,90,-110,-493,-516,-615,33,130,-116,-206,-76,-167,walking
46,62,75,28,6,-7,97,-121,6,83,-112,80,9,-129,-179,-86,-163,walking
28,58,55,22,0,-8,99,-108,-492,-515,-615,11,125,-84,-168,-79,-172,walking
75,67,67,24,0,13,105,-156,38,176,-93,14,133,-122,-217,-89,-141,walking
28,58,55,22,0,-7,78,-115,-374,-440,-543,27,126,-123,-199,-74,-166,walking
75,67,67,24,0,-15,92,-158,-5,90,-97,16,120,-107,-188,-78,-159,standing
46,62,75,28,6,-4,67,-54,-9,15,-35,-3,92,-75,-166,-108,-173,sitting
28,58,55,22,0,-14,92,-134,-493,-516,-616,55,175,-145,-179,-36,-161,walking
46,62,75,28,6,-6,96,-84,0,70,-118,17,100,-70,-162,-102,-156,standing
28,58,55,22,0,7,106,-81,0,88,-124,24,98,-45,-194,-80,-155,standing
31,71,83,28,4,-10,90,-126,4,88,-139,29,119,-83,-183,-74,-158,standing
31,71,83,28,4,-1,98,-119,4,95,-122,33,120,-80,-172,-74,-164,standing
46,62,75,28,6,1,90,-48,-21,22,-18,11,108,-92,-164,-95,-152,sitting
46,62,75,28,6,-7,70,-38,-5,19,-35,3,96,-71,-154,-107,-165,sitting
31,71,83,28,4,13,122,-130,-454,-491,-591,3,137,-85,-205,-63,-184,walking
46,62,75,28,6,-11,93,-96,1,71,-122,21,104,-86,-145,-103,-146,standing
28,58,55,22,0,12,66,-119,-493,-516,-616,27,179,-81,-160,-52,-175,walking
75,67,67,24,0,-8,97,-133,-18,80,-99,23,109,-143,-187,-96,-165,walking
46,62,75,28,6,-11,93,-98,0,73,-122,17,105,-88,-157,-101,-156,standing
28,58,55,22,0,-4,100,-156,-492,-516,-615,105,102,-255,-183,-59,-168,walking
28,58,55,22,0,-3,89,-124,-492,-516,-616,-32,108,-97,-185,-74,-161,walking
28,58,55,22,0,-25,32,-23,-233,-237,-338,38,107,-102,-159,-93,-166,sitting
46,62,75,28,6,2,81,-124,-8,79,-134,6,161,-78,-163,-73,-161,walking
28,58,55,22,0,-5,101,-101,9,84,-125,37,103,-88,-191,-90,-162,standing
28,58,55,22,0,-4,101,-102,10,83,-128,38,108,-82,-184,-79,-156,standing
46,62,75,28,6,-5,110,-101,4,89,-118,16,108,-86,-177,-91,-155,standing
28,58,55,22,0,-5,103,-89,10,85,-129,30,96,-91,-183,-78,-155,standing
31,71,83,28,4,20,62,-156,50,122,-162,41,128,-84,-213,-68,-155,walking
31,71,83,28,4,25,97,-136,-24,44,-35,76,69,-40,-167,-46,-122,standingup
46,62,75,28,6,-8,95,-91,2,70,-120,19,102,-85,-163,-101,-159,standing
46,62,75,28,6,0,83,-23,6,26,-28,11,96,-65,-149,-109,-157,sitting
31,71,83,28,4,-11,93,-124,3,90,-140,30,119,-83,-176,-77,-159,standing
28,58,55,22,0,-2,100,-99,1,85,-121,30,107,-84,-195,-82,-160,standing
28,58,55,22,0,1,101,-86,-4,86,-124,24,97,-46,-196,-85,-157,standing
31,71,83,28,4,-12,81,-130,-294,-253,-373,14,118,-78,-183,-91,-144,sittingdown
46,62,75,28,6,-1,91,-51,-21,22,-18,13,108,-88,-164,-94,-152,sitting
28,58,55,22,0,-30,28,-35,-268,-359,-387,27,107,-88,-148,-94,-170,sitting
46,62,75,28,6,-1,89,-49,-22,21,-20,7,107,-91,-164,-98,-148,sitting
31,71,83,28,4,-9,94,-128,6,90,-129,28,119,-84,-182,-76,-158,standing
31,71,83,28,4,-26,125,-102,-491,-514,-613,-106,205,0,-213,-83,-172,walking
31,71,83,28,4,-1,66,-65,-24,-29,-25,62,55,-103,-95,-126,-164,sitting
31,71,83,28,4,-5,99,-123,5,95,-125,20,121,-83,-179,-77,-159,standing
28,58,55,22,0,-29,32,-36,-217,-218,-335,38,107,-102,-158,-93,-166,sitting
46,62,75,28,6,-9,94,-94,1,74,-121,19,103,-90,-157,-105,-155,standing
28,58,55,22,0,0,101,-99,3,83,-128,-9,62,-118,-203,-85,-160,standing
31,71,83,28,4,14,94,-116,-389,-412,-516,16,123,-88,-216,-81,-184,walking
46,62,75,28,6,-11,142,-136,13,138,-70,-169,152,51,-170,-83,-155,walking
75,67,67,24,0,0,100,-138,-7,91,-92,14,122,-108,-180,-78,-160,standing
46,62,75,28,6,-3,104,-90,14,84,-92,14,108,-104,-178,-88,-162,standing
28,58,55,22,0,-22,69,-92,-3,0,-2,26,108,-111,-160,-73,-130,sittingdown
46,62,75,28,6,-5,76,-32,-1,22,-33,6,96,-67,-150,-106,-162,sitting
31,71,83,28,4,-6,55,-144,27,83,-101,1,118,-76,-161,-103,-180,standingup
46,62,75,28,6,-2,101,-100,-3,84,-115,43,140,-88,-158,-105,-167,walking
46,62,75,28,6,-2,102,-105,8,90,-106,10,104,-74,-168,-94,-158,sittingdown
31,71,83,28,4,-28,116,-119,-30,148,-72,-143,123,46,-204,-72,-155,walking
31,71,83,28,4,-17,102,-157,-464,-493,-594,12,170,-80,-229,-53,-186,walking
31,71,83,28,4,4,70,-62,-35,-6,-26,65,58,-103,-98,-119,-186,sitting
46,62,75,28,6,0,90,-54,-21,21,-18,10,108,-92,-158,-94,-161,sitting
31,71,83,28,4,1,92,-131,27,95,-132,-13,63,-102,-241,-83,-160,walking
46,62,75,28,6,-1,100,-65,-12,20,-15,-14,104,-91,-153,-101,-147,sitting
46,62,75,28,6,-7,98,-101,18,98,-104,14,106,-80,-151,-77,-166,walking
28,58,55,22,0,-28,31,-26,-192,-213,-342,38,107,-101,-159,-92,-166,sitting
31,71,83,28,4,-2,65,-65,-24,-29,-25,68,61,-98,-89,-122,-160,sitting
75,67,67,24,0,-11,96,-102,-11,-19,-21,-64,89,-104,-102,-145,-132,sitting
46,62,75,28,6,-10,91,-96,-4,70,-123,10,103,-87,-165,-101,-158,standing
31,71,83,28,4,-8,98,-124,3,92,-140,29,118,-82,-185,-83,-149,standing
46,62,75,28,6,1,89,-97,-20,83,-118,90,48,-152,-159,-87,-165,walking
31,71,83,28,4,15,88,-123,27,32,-255,-39,154,-102,-217,-41,-167,walking
75,67,67,24,0,-14,96,-99,-9,-11,-21,-62,87,-130,-107,-146,-127,sitting
75,67,67,24,0,-14,100,-95,-4,-12,-20,-63,87,-129,-130,-136,-128,sitting
46,62,75,28,6,-2,101,-103,4,39,-15,3,110,-67,-179,-81,-152,sittingdown
28,58,55,22,0,-27,19,-30,-239,-219,-327,38,108,-101,-158,-90,-167,sitting
31,71,83,28,4,5,62,-124,64,36,-174,15,126,-98,-229,-81,-181,walking
28,58,55,22,0,-4,107,-108,-493,-516,-616,-52,258,-70,-167,-92,-163,walking
28,58,55,22,0,-18,111,-121,-493,-516,-616,-16,231,-95,-171,-79,-167,walking
46,62,75,28,6,7,87,-108,-17,108,-138,-19,104,-74,-163,-56,-158,walking
31,71,83,28,4,-7,96,-129,-3,93,-133,36,119,-81,-181,-76,-158,standing
31,71,83,28,4,-8,97,-123,1,91,-140,27,119,-82,-172,-76,-161,standing
28,58,55,22,0,-1,102,-95,-3,87,-122,37,101,-61,-188,-87,-157,standing
75,67,67,24,0,-10,92,-151,-6,88,-89,16,122,-107,-195,-77,-159,standing
31,71,83,28,4,-5,94,-98,-369,-389,-516,-13,117,-85,-149,-97,-112,sittingdown
28,58,55,22,0,-25,34,-23,-257,-350,-353,29,110,-101,-154,-93,-162,sitting
46,62,75,28,6,-7,102,-67,4,63,-113,22,105,-85,-155,-95,-153,standing
46,62,75,28,6,-1,95,-93,6,70,-80,9,103,-94,-168,-102,-165,standing
31,71,83,28,4,0,67,-66,-24,6,-28,82,75,-142,-98,-117,-184,sitting
31,71,83,28,4,6,72,-61,-14,-31,-22,61,54,-104,-92,-133,-172,sitting
31,71,83,28,4,1,68,-64,-23,-28,-24,67,60,-98,-88,-123,-159,sitting
31,71,83,28,4,5,69,-59,-17,9,-24,65,58,-104,-98,-124,-173,sitting
31,71,83,28,4,9,96,-130,10,94,-127,27,119,-84,-170,-73,-187,standing
46,62,75,28,6,-2,101,-106,5,90,-112,13,103,-64,-155,-92,-155,sittingdown
75,67,67,24,0,-11,95,-100,-22,-16,-22,-69,80,-127,-105,-142,-132,sitting
46,62,75,28,6,-2,92,-53,-22,21,-19,12,108,-89,-162,-95,-152,sitting
46,62,75,28,6,-3,89,-52,-20,21,-18,16,108,-89,-155,-95,-159,sitting
28,58,55,22,0,-31,29,-29,-276,-361,-373,29,109,-102,-157,-94,-163,sitting
28,58,55,22,0,-8,86,-115,-493,-516,-616,49,122,-134,-201,-78,-173,walking
31,71,83,28,4,-8,104,-105,181,56,46,15,129,-92,-174,-79,-185,walking
46,62,75,28,6,-13,74,-113,-32,84,-133,6,231,-115,-136,-60,-142,walking
75,67,67,24,0,-6,93,-143,-9,87,-95,14,121,-108,-183,-76,-157,standing
28,58,55,22,0,-5,100,-100,3,83,-127,38,108,-79,-186,-80,-154,standing
46,62,75,28,6,2,92,-48,-15,23,-16,14,107,-92,-161,-95,-160,sitting
75,67,67,24,0,-10,96,-97,-4,-8,-21,-62,89,-135,-104,-148,-128,sitting
31,71,83,28,4,6,100,-138,55,38,-153,23,122,-103,-230,-73,-183,walking
75,67,67,24,0,-13,94,-142,-13,90,-100,21,124,-107,-192,-81,-132,sittingdown
28,58,55,22,0,-12,101,-105,15,-8,-8,24,108,-115,-185,-86,-137,sittingdown
31,71,83,28,4,-11,92,-117,16,88,-125,27,123,-82,-174,-74,-153,standing
28,58,55,22,0,-1,101,-98,6,87,-124,31,109,-84,-193,-83,-162,standing
46,62,75,28,6,-6,104,-52,2,63,-103,24,105,-86,-159,-96,-153,standing
46,62,75,28,6,-8,96,-88,3,72,-119,21,103,-86,-161,-105,-155,standing
75,67,67,24,0,-10,85,-156,-13,80,-77,14,122,-105,-197,-88,-150,sittingdown
46,62,75,28,6,-13,96,-100,-3,67,-127,15,104,-92,-161,-106,-161,standing
46,62,75,28,6,-1,89,-47,-21,22,-18,11,108,-90,-158,-94,-159,sitting
46,62,75,28,6,-6,97,-85,3,71,-114,25,103,-84,-160,-101,-153,standing
46,62,75,28,6,-4,93,-53,-21,22,-15,13,108,-89,-164,-95,-155,sitting
46,62,75,28,6,1,89,-47,-21,23,-16,11,108,-92,-164,-95,-155,sitting
28,58,55,22,0,-2,101,-95,-5,83,-127,33,101,-63,-164,-86,-148,standing
28,58,55,22,0,-25,20,-27,-225,-209,-322,38,108,-101,-160,-91,-168,sitting
31,71,83,28,4,4,64,-59,-36,-24,-28,70,62,-110,-90,-137,-165,sitting
46,62,75,28,6,-11,96,-100,0,74,-124,16,105,-89,-159,-103,-158,standing
28,58,55,22,0,-10,93,-95,4,-10,-14,5,82,-104,-156,-85,-147,sittingdown
31,71,83,28,4,0,68,-64,-23,-28,-24,63,55,-103,-95,-127,-167,sitting
46,62,75,28,6,-1,82,-23,5,25,-30,11,96,-64,-147,-108,-156,sitting
31,71,83,28,4,-4,95,-122,5,91,-137,34,126,-79,-163,-68,-154,standing
31,71,83,28,4,2,115,-131,-486,-509,-608,-20,110,-75,-195,-61,-140,sittingdown
46,62,75,28,6,-10,100,-100,0,74,-125,14,102,-94,-158,-109,-162,standing
46,62,75,28,6,1,83,-23,4,25,-31,17,98,-66,-148,-107,-155,sitting
31,71,83,28,4,-23,98,-116,26,90,-127,41,80,-114,-194,-85,-166,walking
46,62,75,28,6,-11,142,-59,16,172,-122,4,110,-76,-148,-95,-171,walking
28,58,55,22,0,-30,31,-33,-266,-280,-343,38,108,-102,-161,-91,-169,sitting
31,71,83,28,4,5,69,-61,-24,-31,-23,68,61,-96,-91,-135,-172,sitting
31,71,83,28,4,-6,74,-124,-492,-515,-615,20,136,-114,-199,-72,-180,walking
46,62,75,28,6,-9,92,-91,-1,75,-120,12,104,-88,-166,-104,-161,standing
46,62,75,28,6,-6,72,-39,-5,20,-34,2,94,-72,-155,-109,-166,sitting
31,71,83,28,4,-6,95,-128,-16,91,-130,24,117,-79,-174,-77,-162,standing
46,62,75,28,6,1,144,-99,-27,117,-109,-11,178,24,-166,-66,-161,walking
75,67,67,24,0,-10,93,-134,-9,90,-97,-20,116,-101,-223,-58,-152,sittingdown
28,58,55,22,0,-31,22,-27,-275,-375,-455,28,109,-87,-153,-93,-169,sitting
46,62,75,28,6,-9,95,-101,0,84,-113,45,137,-89,-157,-112,-148,walking
28,58,55,22,0,-27,25,-25,-264,-310,-330,27,106,-88,-149,-95,-168,sitting
46,62,75,28,6,-10,94,-97,1,75,-122,12,102,-90,-166,-106,-160,standing
46,62,75,28,6,-7,101,-55,3,64,-105,23,106,-86,-158,-99,-157,standing
46,62,75,28,6,1,91,-46,-19,23,-13,10,108,-94,-165,-96,-154,sitting
46,62,75,28,6,-6,106,-99,8,91,-122,27,108,-96,-175,-90,-159,standing
28,58,55,22,0,-14,30,-15,-24,-21,-26,-39,40,-125,-145,-94,-171,sitting
31,71,83,28,4,1,66,-65,-20,6,-27,66,59,-103,-96,-122,-172,sitting
31,71,83,28,4,1,143,-158,112,41,-133,7,159,-78,-239,-63,-178,walking
28,58,55,22,0,10,80,-140,-484,-502,-606,28,103,-58,-283,-94,-147,standingup
46,62,75,28,6,-3,92,-89,8,90,-84,10,110,-94,-182,-106,-173,walking
28,58,55,22,0,-7,89,-126,-4,87,-96,25,109,-117,-191,-88,-145,sittingdown
28,58,55,22,0,-18,34,-22,-32,-29,-32,29,107,-81,-150,-93,-162,sitting
28,58,55,22,0,-23,20,-27,-224,-269,-330,38,107,-101,-159,-90,-168,sitting
28,58,55,22,0,-9,85,-139,-192,-193,-292,7,103,-79,-191,-85,-151,standingup
28,58,55,22,0,-9,94,-111,-2,81,-100,23,110,-112,-192,-90,-145,sittingdown
28,58,55,22,0,-30,28,-33,-268,-299,-355,30,110,-101,-152,-93,-163,sitting
28,58,55,22,0,-17,34,-16,-26,-22,-22,13,103,-74,-143,-96,-174,sitting
28,58,55,22,0,-18,34,-17,-21,-21,-23,-8,78,-95,-146,-93,-168,sitting
28,58,55,22,0,-6,92,-112,-478,-502,-602,28,120,-125,-190,-90,-172,walking
28,58,55,22,0,-12,72,-115,-490,-513,-613,22,138,-132,-160,-87,-171,walking
31,71,83,28,4,-5,99,-119,5,94,-135,29,119,-82,-175,-75,-160,standing
46,62,75,28,6,-3,99,-75,6,70,-110,30,105,-83,-156,-101,-151,standing
31,71,83,28,4,10,130,-150,-53,-17,-25,66,59,-82,-101,-61,-167,standingup
75,67,67,24,0,-17,88,-159,-6,88,-97,15,122,-107,-200,-80,-149,standing
31,71,83,28,4,5,71,-60,-34,-5,-25,65,58,-104,-100,-118,-183,sitting
46,62,75,28,6,-7,88,-85,2,11,-66,23,75,-84,-189,-93,-154,standingup
46,62,75,28,6,1,89,-42,-16,24,-15,14,107,-92,-161,-95,-159,sitting
46,62,75,28,6,-6,68,-43,-6,19,-34,1,94,-75,-159,-110,-170,sitting
46,62,75,28,6,-3,102,-88,-6,82,-124,30,105,-85,-180,-89,-160,standing
46,62,75,28,6,-6,99,-88,3,70,-117,21,102,-85,-163,-105,-156,standing
28,58,55,22,0,-11,101,-91,-491,-514,-615,18,106,-100,-197,-87,-166,standing
75,67,67,24,0,-9,93,-149,-6,88,-94,15,121,-108,-196,-82,-147,standing
46,62,75,28,6,2,91,-47,-20,22,-17,7,107,-91,-163,-96,-156,sitting
28,58,55,22,0,-3,103,-96,7,89,-119,38,109,-79,-193,-79,-155,standing
31,71,83,28,4,3,71,-62,-23,-30,-23,61,54,-104,-94,-133,-163,sitting
46,62,75,28,6,4,93,-88,35,43,-119,12,101,-98,-177,-103,-169,walking
46,62,75,28,6,-10,97,-93,-5,75,-126,16,101,-66,-151,-99,-154,standing
46,62,75,28,6,-9,95,-91,1,71,-121,21,103,-87,-158,-103,-155,standing
31,71,83,28,4,-5,97,-111,15,89,-119,21,123,-86,-160,-80,-153,standing
46,62,75,28,6,-7,102,-57,-5,64,-111,20,103,-64,-149,-96,-150,standing
28,58,55,22,0,-3,85,-115,-492,-516,-616,52,127,-122,-205,-96,-189,walking
31,71,83,28,4,-3,97,-120,8,92,-136,33,121,-83,-174,-75,-161,standing
28,58,55,22,0,1,110,-213,-3,-30,-1,84,90,-59,-202,-87,-103,standingup
28,58,55,22,0,-6,104,-94,-491,-512,-613,23,110,-98,-186,-80,-159,standing
28,58,55,22,0,-5,100,-95,3,86,-123,24,98,-91,-193,-81,-156,standing
75,67,67,24,0,-12,96,-95,-10,-23,-22,-71,82,-101,-111,-197,-147,sitting
46,62,75,28,6,-3,92,-72,16,12,-60,24,80,-78,-186,-91,-153,standingup
31,71,83,28,4,8,71,-59,-22,-29,-21,69,62,-93,-90,-133,-172,sitting
31,71,83,28,4,-1,66,-67,-24,-32,-26,68,61,-98,-87,-124,-160,sitting
46,62,75,28,6,-5,102,-94,-8,84,-125,32,106,-85,-179,-89,-157,standing
75,67,67,24,0,-11,94,-148,-2,91,-102,20,122,-107,-182,-80,-148,standing
31,71,83,28,4,4,70,-60,-20,-33,-24,63,56,-93,-92,-134,-170,sitting
75,67,67,24,0,-6,94,-149,-5,88,-92,14,122,-111,-191,-80,-148,standing
31,71,83,28,4,-7,92,-123,-2,89,-136,28,119,-85,-176,-75,-161,standing
28,58,55,22,0,-11,103,-95,-492,-515,-615,19,108,-102,-190,-89,-167,standing
28,58,55,22,0,1,100,-100,4,86,-123,14,85,-103,-208,-85,-160,standing
31,71,83,28,4,-10,91,-113,60,57,19,20,128,-96,-208,-79,-183,walking
28,58,55,22,0,-3,62,-183,19,22,-39,-9,86,-80,-268,-124,-154,standingup
31,71,83,28,4,-10,93,-124,5,90,-136,32,123,-81,-182,-74,-157,standing
28,58,55,22,0,-26,24,-34,-262,-250,-329,38,107,-101,-160,-91,-168,sitting
46,62,75,28,6,-7,102,-76,2,77,-118,22,105,-85,-157,-102,-155,standing
46,62,75,28,6,-7,103,-68,3,63,-118,26,106,-85,-151,-93,-150,standing
28,58,55,22,0,-2,121,-105,-492,-516,-616,-49,194,-16,-172,-71,-168,walking
31,71,83,28,4,-6,96,-122,7,91,-138,29,118,-83,-182,-77,-156,standing
31,71,83,28,4,5,71,-59,-19,9,-23,65,58,-105,-98,-124,-171,sitting
31,71,83,28,4,2,64,-61,-36,-26,-28,70,63,-108,-90,-137,-169,sitting
75,67,67,24,0,-9,89,-125,-11,86,-94,12,123,-102,-208,-82,-145,standingup
28,58,55,22,0,-30,33,-28,-267,-362,-422,26,107,-88,-148,-94,-169,sitting
28,58,55,22,0,1,103,-93,-4,87,-123,46,101,-61,-183,-79,-153,standing
31,71,83,28,4,2,71,-63,-26,-1,-24,91,84,-138,-98,-106,-181,sitting
46,62,75,28,6,-2,100,-91,-29,93,-47,9,110,-90,-169,-105,-174,walking
46,62,75,28,6,-3,107,-88,16,92,-87,14,108,-105,-184,-88,-162,standing
28,58,55,22,0,-27,38,-29,-241,-230,-349,38,107,-101,-154,-92,-165,sitting
28,58,55,22,0,-3,80,-157,-3,51,-45,12,110,-110,-235,-104,-144,sittingdown
46,62,75,28,6,-13,87,-97,-10,87,-119,57,47,-146,-185,-101,-162,walking
28,58,55,22,0,-11,103,-94,-491,-514,-614,19,104,-104,-196,-87,-166,standing
46,62,75,28,6,-12,116,-98,-23,84,-115,44,158,-67,-170,-96,-160,walking
28,58,55,22,0,-5,98,-111,-8,88,-103,26,109,-113,-199,-90,-139,sittingdown
31,71,83,28,4,4,70,-62,-18,8,-24,72,65,-98,-92,-118,-165,sitting
28,58,55,22,0,-2,101,-97,3,84,-125,23,100,-89,-197,-87,-164,standing
46,62,75,28,6,-4,77,-33,-1,23,-31,4,95,-69,-151,-110,-165,sitting
28,58,55,22,0,1,101,-96,7,87,-119,24,102,-95,-210,-86,-158,standing
46,62,75,28,6,4,113,-41,-19,81,-106,29,104,-59,-141,-81,-148,sittingdown
46,62,75,28,6,14,139,-112,32,74,-51,-3,119,-74,-155,-85,-165,walking
28,58,55,22,0,-26,33,-30,-267,-279,-342,38,108,-102,-162,-91,-168,sitting
28,58,55,22,0,-12,72,-113,-489,-511,-611,57,28,-119,-180,-73,-171,walking
46,62,75,28,6,0,90,-49,-22,21,-21,11,108,-92,-165,-95,-153,sitting
31,71,83,28,4,3,70,-65,-22,7,-26,91,84,-138,-92,-121,-163,sitting
28,58,55,22,0,0,99,-89,-5,84,-127,15,93,-57,-192,-81,-156,standing
46,62,75,28,6,-15,97,-103,-4,-2,-22,27,94,-90,-194,-92,-155,standingup
46,62,75,28,6,-3,102,-92,29,83,-75,22,108,-107,-183,-86,-163,standing
31,71,83,28,4,-22,104,-124,-487,-510,-610,47,218,-42,-200,-72,-172,walking
46,62,75,28,6,-12,105,-84,-4,91,-128,-91,178,-23,-155,-99,-157,walking
46,62,75,28,6,-6,104,-99,5,86,-121,23,108,-98,-190,-89,-157,standing
46,62,75,28,6,-19,128,-120,9,94,-121,5,95,-123,-193,-95,-158,walking
46,62,75,28,6,-10,95,-93,0,73,-122,20,103,-87,-156,-102,-156,standing
46,62,75,28,6,-8,94,-85,-4,68,-120,18,100,-61,-156,-100,-153,standing
46,62,75,28,6,-5,77,-24,3,25,-30,8,95,-67,-153,-109,-160,sitting
28,58,55,22,0,3,113,-116,-491,-514,-614,79,-11,-166,-186,-69,-165,walking
46,62,75,28,6,-10,93,-96,1,75,-120,18,105,-86,-153,-105,-158,standing
46,62,75,28,6,3,100,-93,24,60,-108,12,110,-91,-174,-98,-169,walking
28,58,55,22,0,-3,102,-96,15,87,-120,35,99,-87,-191,-83,-158,standing
75,67,67,24,0,-11,96,-102,-11,-19,-21,-65,89,-105,-110,-153,-135,sitting
46,62,75,28,6,0,89,-46,-19,22,-17,11,108,-90,-166,-93,-157,sitting
31,71,83,28,4,-19,92,-115,-5,86,-122,-50,317,-13,-196,-82,-156,walking
31,71,83,28,4,-20,80,-145,-273,-291,-393,-16,103,-81,-185,-76,-115,standingup
28,58,55,22,0,-2,100,-94,-6,87,-123,46,98,-60,-185,-83,-154,standing
46,62,75,28,6,-11,93,-97,-1,68,-121,17,102,-91,-161,-105,-156,standing
