@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
31,71,83,28,4,-2,98,-117,6,93,-136,29,119,-83,-171,-77,-158,standing
31,71,83,28,4,2,65,-64,-20,6,-26,66,59,-103,-97,-122,-170,sitting
46,62,75,28,6,-10,96,-86,11,76,-123,44,47,-52,-174,-87,-155,standingup
28,58,55,22,0,-25,29,-25,-270,-373,-454,27,109,-88,-154,-94,-170,sitting
28,58,55,22,0,-7,90,-120,-394,-416,-516,56,39,-127,-160,-82,-172,walking
28,58,55,22,0,-29,29,-32,-272,-364,-379,27,106,-88,-148,-94,-171,sitting
28,58,55,22,0,-24,29,-27,-245,-200,-326,37,108,-102,-161,-89,-171,sitting
46,62,75,28,6,10,110,-76,4,29,-18,9,98,-65,-158,-93,-150,sittingdown
31,71,83,28,4,-17,100,-118,-301,-371,-504,-9,113,-82,-230,-99,-128,sittingdown
31,71,83,28,4,-11,95,-127,0,89,-143,36,125,-76,-167,-69,-153,standing
46,62,75,28,6,16,109,-90,-28,92,-35,1,121,-76,-162,-80,-167,walking
46,62,75,28,6,4,120,-107,34,58,-124,-14,126,-72,-153,-87,-159,walking
31,71,83,28,4,4,71,-60,-25,3,-24,86,79,-140,-99,-119,-193,sitting
75,67,67,24,0,-11,96,-100,-22,-15,-22,-69,81,-126,-107,-141,-131,sitting
46,62,75,28,6,-7,95,-85,-2,70,-117,17,99,-66,-160,-101,-155,standing
46,62,75,28,6,3,102,-124,-6,50,-32,6,104,-68,-195,-84,-153,sittingdown
28,58,55,22,0,-12,101,-91,-493,-515,-615,21,109,-97,-193,-84,-164,standing
28,58,55,22,0,-7,103,-98,-491,-513,-613,23,110,-99,-194,-83,-164,standing
31,71,83,28,4,5,66,-59,-37,-24,-27,69,62,-111,-85,-145,-171,sitting
46,62,75,28,6,-9,94,-93,1,73,-121,17,103,-88,-160,-106,-157,standing
46,62,75,28,6,1,119,-143,3,86,-112,79,5,-146,-191,-86,-161,walking
75,67,67,24,0,-11,97,-101,-12,-19,-21,-65,88,-105,-101,-143,-136,sitting
46,62,75,28,6,0,91,-50,-19,22,-16,11,108,-89,-159,-94,-159,sitting
28,58,55,22,0,-25,80,-76,-22,-61,-27,-35,44,-129,-185,-83,-162,standingup
31,71,83,28,4,4,71,-61,-21,9,-24,81,74,-144,-99,-120,-187,sitting
28,58,55,22,0,-1,101,-95,4,87,-124,26,102,-83,-195,-86,-162,standing
31,71,83,28,4,3,71,-61,-34,-5,-25,72,64,-100,-95,-117,-183,sitting
31,71,83,28,4,1,62,-61,-37,-25,-28,71,64,-109,-86,-143,-162,sitting
31,71,83,28,4,-11,95,-125,5,90,-140,36,126,-78,-167,-70,-154,standing
46,62,75,28,6,-13,94,-97,-1,76,-122,20,105,-88,-149,-103,-157,standing
46,62,75,28,6,-13,91,-98,-5,66,-125,12,102,-93,-165,-101,-162,standing
46,62,75,28,6,2,97,-57,-12,22,-14,16,108,-94,-166,-92,-161,sitting
31,71,83,28,4,-21,105,-115,-281,-342,-462,36,160,-57,-211,-90,-170,walking
31,71,83,28,4,-11,81,-98,-294,-308,-404,-3,118,-88,-186,-92,-139,sittingdown
31,71,83,28,4,8,70,-57,-33,-22,-24,69,62,-109,-91,-138,-170,sitting
75,67,67,24,0,-18,95,-95,-7,-13,-21,-65,84,-128,-98,-143,-127,sitting
31,71,83,28,4,3,69,-64,-17,-34,-25,62,54,-104,-91,-131,-174,sitting
28,58,55,22,0,-4,100,-84,59,37,-118,33,110,-77,-218,-93,-152,standingup
28,58,55,22,0,4,91,-112,-492,-515,-615,39,30,-128,-165,-83,-171,walking
28,58,55,22,0,-7,98,-108,-1,85,-105,21,55,-75,-189,-89,-153,sittingdown
28,58,55,22,0,-1,77,-118,-493,-516,-616,45,123,-143,-179,-62,-174,walking
28,58,55,22,0,-8,100,-106,0,83,-107,20,108,-115,-183,-88,-150,sittingdown
31,71,83,28,4,-21,71,-121,-265,-284,-379,-8,98,-87,-181,-107,-120,standingup
31,71,83,28,4,4,93,-135,27,88,-106,23,120,-79,-148,-79,-183,standingup
28,58,55,22,0,2,104,-117,-493,-516,-616,20,131,-124,-165,-75,-181,walking
31,71,83,28,4,-1,66,-66,-24,-29,-25,62,55,-103,-94,-126,-165,sitting
75,67,67,24,0,-12,95,-92,-11,-22,-21,-69,85,-102,-102,-122,-140,sitting
31,71,83,28,4,1,68,-63,-23,-27,-23,68,61,-97,-88,-121,-159,sitting
28,58,55,22,0,-3,102,-98,3,86,-123,27,103,-87,-199,-88,-162,standing
31,71,83,28,4,-7,95,-113,61,40,-119,19,123,-82,-121,-95,-179,standing
31,71,83,28,4,0,68,-65,-24,-29,-24,67,61,-98,-88,-123,-158,sitting
28,58,55,22,0,-2,106,-125,-493,-516,-615,59,124,-118,-186,-103,-158,walking
31,71,83,28,4,-19,79,-150,-426,-466,-573,183,124,71,-202,-74,-174,walking
31,71,83,28,4,3,66,-61,-37,-24,-27,76,69,-105,-80,-140,-157,sitting
46,62,75,28,6,1,88,-49,-21,21,-19,10,108,-90,-168,-93,-159,sitting
28,58,55,22,0,-4,101,-97,16,86,-121,43,105,-79,-195,-82,-153,standing
46,62,75,28,6,-5,104,-97,6,86,-121,23,108,-97,-178,-89,-160,standing
31,71,83,28,4,-18,85,-158,-273,-290,-391,-27,89,-89,-211,-79,-137,standingup
46,62,75,28,6,-17,91,-93,-1,84,-118,14,89,-120,-171,-108,-169,walking
46,62,75,28,6,0,104,-89,14,73,-64,12,108,-89,-172,-94,-168,walking
31,71,83,28,4,-23,96,-107,-452,-489,-591,15,241,-75,-216,-76,-162,walking
28,58,55,22,0,-17,29,-13,-11,-19,-21,-6,80,-93,-147,-94,-169,sitting
46,62,75,28,6,0,101,-69,8,71,-109,29,104,-83,-154,-102,-150,standing
46,62,75,28,6,0,100,-65,-14,20,-15,-13,104,-92,-171,-91,-158,sitting
28,58,55,22,0,-13,126,-108,-350,-340,-469,-132,192,-65,-166,-59,-174,walking
75,67,67,24,0,-14,95,-99,-10,-8,-21,-62,88,-128,-95,-141,-148,sitting
31,71,83,28,4,-2,89,-106,-61,83,-73,23,127,-95,-199,-78,-177,walking
31,71,83,28,4,-10,97,-124,1,91,-141,34,125,-77,-168,-69,-151,standing
46,62,75,28,6,31,142,-10,15,88,-72,31,105,-66,-146,-90,-150,sittingdown
31,71,83,28,4,-10,93,-129,18,90,-133,49,121,-72,-179,-71,-144,standing
31,71,83,28,4,-29,78,-132,-370,-387,-490,11,116,-85,-207,-86,-149,sittingdown
75,67,67,24,0,-10,96,-97,14,-13,-14,-62,93,-99,-195,-104,-122,sitting
28,58,55,22,0,-26,111,-125,-493,-516,-616,8,114,-162,-180,-96,-171,walking
28,58,55,22,0,-1,102,-98,3,86,-124,25,101,-89,-199,-86,-165,standing
31,71,83,28,4,-2,93,-115,20,90,-113,21,124,-88,-171,-71,-169,standing
28,58,55,22,0,-2,102,-104,2,84,-123,25,100,-90,-191,-85,-162,standing
31,71,83,28,4,3,70,-63,-23,-27,-23,61,54,-103,-95,-130,-166,sitting
28,58,55,22,0,-28,24,-23,-191,-298,-321,30,107,-84,-148,-94,-168,sitting
46,62,75,28,6,-5,63,-52,-10,14,-36,-4,92,-76,-167,-108,-173,sitting
28,58,55,22,0,-5,101,-99,5,87,-125,36,108,-80,-190,-81,-155,standing
75,67,67,24,0,-14,91,-156,-5,88,-92,14,121,-108,-195,-79,-156,standing
31,71,83,28,4,-8,95,-112,61,45,-121,25,123,-86,-164,-74,-160,standing
75,67,67,24,0,-11,91,-153,-5,89,-92,19,126,-106,-189,-75,-153,standing
46,62,75,28,6,-7,67,-43,-7,17,-35,2,95,-73,-158,-108,-168,sitting
46,62,75,28,6,5,84,-17,8,27,-31,19,98,-64,-147,-106,-153,sitting
46,62,75,28,6,1,102,-80,-17,105,-27,3,109,-86,-159,-97,-168,walking
28,58,55,22,0,-18,124,-138,-492,-516,-616,195,45,-229,-169,-75,-169,walking
75,67,67,24,0,-11,97,-135,-2,-39,-23,-11,119,-94,-195,-115,-102,sittingdown
31,71,83,28,4,-6,98,-129,-13,93,-125,17,118,-81,-176,-81,-152,standing
31,71,83,28,4,7,94,-113,19,77,-99,31,107,-80,-153,-77,-158,standingup
46,62,75,28,6,0,90,-49,-21,22,-18,12,108,-88,-164,-95,-151,sitting
46,62,75,28,6,2,85,-23,8,22,-28,8,98,-71,-148,-109,-158,sitting
28,58,55,22,0,-10,112,-108,-351,-421,-523,18,218,-90,-166,-69,-165,walking
31,71,83,28,4,-10,93,-127,1,89,-140,36,125,-76,-170,-69,-153,standing
31,71,83,28,4,6,69,-63,-23,-31,-23,69,62,-93,-91,-134,-174,sitting
46,62,75,28,6,-12,93,-101,-1,70,-125,17,105,-88,-160,-103,-157,standing
46,62,75,28,6,-1,151,-109,-55,129,-57,0,119,-86,-157,-93,-164,walking
31,71,83,28,4,-2,101,-123,-38,85,28,13,129,-95,-218,-77,-193,walking
28,58,55,22,0,-1,101,-99,5,86,-124,31,110,-84,-191,-81,-161,standing
46,62,75,28,6,11,118,-99,3,39,-16,12,107,-68,-181,-83,-138,sittingdown
46,62,75,28,6,6,96,-126,2,67,-44,6,105,-73,-203,-91,-159,sittingdown
31,71,83,28,4,-4,90,-93,-33,-9,-27,-8,120,-84,-141,-124,-118,sittingdown
46,62,75,28,6,-12,99,-90,12,86,-119,40,87,-73,-183,-87,-151,standingup
75,67,67,24,0,-3,94,-111,16,-44,-26,15,122,-107,-197,-85,-144,standingup
28,58,55,22,0,-4,102,-101,4,85,-124,34,103,-86,-195,-90,-163,standing
75,67,67,24,0,-12,96,-101,-9,-24,-22,-72,79,-97,-101,-130,-147,sitting
75,67,67,24,0,-6,86,-182,-8,-1,-22,-15,118,-93,-257,-93,-137,sittingdown
75,67,67,24,0,-14,96,-100,-7,-9,-20,-64,87,-127,-100,-149,-131,sitting
46,62,75,28,6,8,123,-115,52,48,-146,-6,130,-81,-150,-89,-161,walking
28,58,55,22,0,-4,102,-98,18,89,-124,35,105,-89,-192,-83,-152,standing
46,62,75,28,6,30,100,9,14,34,-28,28,101,-41,-134,-99,-144,sitting
31,71,83,28,4,-2,65,-65,-24,-29,-25,68,61,-98,-90,-123,-161,sitting
28,58,55,22,0,-9,145,-123,-493,-516,-616,-99,198,-31,-167,-67,-168,walking
46,62,75,28,6,2,90,-46,-21,22,-17,11,107,-93,-164,-94,-154,sitting
31,71,83,28,4,3,63,-130,-490,-513,-613,-1,145,-86,-211,-39,-158,walking
46,62,75,28,6,-11,94,-94,0,77,-121,14,103,-90,-158,-108,-161,standing
46,62,75,28,6,-1,88,-46,-21,22,-18,13,109,-88,-164,-94,-151,sitting
28,58,55,22,0,-27,26,-20,-260,-372,-452,28,109,-86,-147,-93,-169,sitting
31,71,83,28,4,21,95,-104,-37,4,-25,91,84,-55,-90,-105,-164,standingup
28,58,55,22,0,-19,35,-22,-29,-29,-31,29,107,-81,-152,-93,-161,sitting
28,58,55,22,0,-31,30,-28,-286,-374,-460,31,109,-82,-147,-93,-170,sitting
28,58,55,22,0,-25,32,-26,-260,-345,-351,30,110,-100,-152,-93,-163,sitting
28,58,55,22,0,-25,103,-126,-489,-511,-612,40,147,-111,-168,-77,-184,walking
28,58,55,22,0,-27,128,-140,-492,-516,-616,48,116,-133,-194,-97,-178,walking
46,62,75,28,6,-7,99,-123,13,25,-57,30,47,-70,-226,-80,-156,standingup
46,62,75,28,6,1,92,-52,-20,23,-16,12,108,-90,-164,-96,-152,sitting
31,71,83,28,4,3,71,-60,-21,-26,-21,67,59,-100,-92,-125,-164,sitting
46,62,75,28,6,-10,100,-140,14,50,-38,14,95,-80,-242,-71,-161,standingup
46,62,75,28,6,-16,113,-84,-23,91,-120,-58,221,47,-157,-102,-159,walking
28,58,55,22,0,-19,35,-22,-26,-28,-30,29,107,-81,-153,-94,-162,sitting
28,58,55,22,0,-3,102,-104,14,89,-122,37,103,-82,-198,-90,-161,standing
28,58,55,22,0,-2,103,-101,13,88,-125,33,104,-85,-190,-86,-160,standing
31,71,83,28,4,-15,101,-128,4,95,-121,-64,153,-122,-229,-117,-180,walking
31,71,83,28,4,5,109,-119,-38,68,-89,3,126,-90,-217,-82,-183,walking
28,58,55,22,0,-22,29,-22,-232,-227,-324,38,107,-102,-162,-92,-168,sitting
31,71,83,28,4,-4,94,-134,-485,-508,-608,-25,111,-114,-224,-33,-152,walking
31,71,83,28,4,7,68,-55,-34,-22,-24,71,64,-106,-80,-159,-164,sitting
46,62,75,28,6,-4,76,-34,-2,23,-31,3,94,-71,-154,-110,-165,sitting
28,58,55,22,0,-5,78,-132,-493,-516,-616,73,104,-102,-173,-55,-176,walking
75,67,67,24,0,-24,95,-139,-15,88,-112,-72,143,-84,-190,-101,-148,walking
46,62,75,28,6,-6,65,-57,-10,14,-38,-3,93,-75,-166,-108,-173,sitting
46,62,75,28,6,2,98,-90,2,69,-97,6,107,-90,-148,-113,-153,walking
31,71,83,28,4,-5,97,-121,6,91,-140,33,123,-79,-166,-71,-155,standing
28,58,55,22,0,0,102,-96,5,85,-125,16,92,-94,-198,-88,-161,standing
46,62,75,28,6,-6,103,-56,-5,64,-110,18,103,-64,-149,-100,-152,standing
46,62,75,28,6,-9,95,-91,2,70,-119,19,103,-86,-162,-103,-160,standing
28,58,55,22,0,-1,102,-161,-491,-513,-614,13,97,-46,-282,-76,-121,standingup
31,71,83,28,4,-7,87,-137,-476,-498,-598,18,121,-101,-215,-46,-149,walking
46,62,75,28,6,-10,94,-115,2,79,-68,11,99,-75,-216,-98,-162,standingup
31,71,83,28,4,7,90,-116,20,80,-104,28,110,-76,-129,-78,-160,standingup
31,71,83,28,4,-12,102,-111,23,21,-29,12,128,-92,-207,-79,-180,walking
46,62,75,28,6,-2,89,-51,-21,21,-19,15,108,-92,-161,-93,-159,sitting
31,71,83,28,4,-14,92,-128,3,89,-140,33,120,-80,-175,-73,-152,standing
28,58,55,22,0,-23,11,-19,-23,-23,-25,-5,81,-92,-145,-91,-175,sitting
28,58,55,22,0,0,103,-91,-2,90,-118,36,96,-72,-191,-85,-159,standing
31,71,83,28,4,-8,97,-122,3,93,-137,28,119,-86,-175,-77,-159,standing
75,67,67,24,0,-13,94,-95,-8,-9,-20,-65,88,-128,-101,-133,-141,sitting
31,71,83,28,4,-15,92,-117,6,88,-127,31,123,-82,-164,-77,-150,standing
28,58,55,22,0,-1,69,-35,-9,-30,-13,31,108,-75,-182,-91,-144,standingup
31,71,83,28,4,2,72,-115,54,43,-161,23,120,-98,-234,-71,-192,walking
31,71,83,28,4,-10,91,-113,14,87,-116,25,124,-86,-167,-74,-160,standing
46,62,75,28,6,-10,99,-89,-35,39,-152,-5,77,-101,-164,-103,-162,walking
28,58,55,22,0,-14,98,-122,-493,-516,-615,49,120,-125,-203,-70,-168,walking
46,62,75,28,6,-1,92,-55,-15,20,-16,17,109,-91,-166,-92,-159,sitting
46,62,75,28,6,29,117,-12,22,30,-30,17,99,-56,-149,-98,-155,sittingdown
28,58,55,22,0,-6,101,-103,9,84,-129,39,107,-83,-184,-80,-154,standing
31,71,83,28,4,0,68,-65,-35,-7,-27,68,62,-100,-94,-115,-179,sitting
28,58,55,22,0,-8,79,-170,0,46,-29,15,100,-118,-238,-100,-149,sittingdown
31,71,83,28,4,31,113,-109,-39,-10,-22,82,75,-42,-96,-100,-157,standingup
28,58,55,22,0,-3,89,-110,-434,-479,-572,30,134,-111,-169,-77,-170,walking
28,58,55,22,0,-2,103,-102,10,87,-124,30,96,-93,-192,-90,-164,standing
31,71,83,28,4,-9,95,-131,11,92,-128,26,127,-81,-175,-68,-153,standing
31,71,83,28,4,-8,78,-62,-36,-51,-41,22,124,-91,-106,-169,-110,sittingdown
46,62,75,28,6,14,100,-73,12,83,-74,21,104,-68,-174,-99,-155,sittingdown
28,58,55,22,0,3,101,-87,-4,86,-124,27,97,-46,-192,-81,-155,standing
28,58,55,22,0,-3,101,-95,1,85,-123,12,84,-98,-195,-82,-158,standing
28,58,55,22,0,-1,101,-93,4,87,-124,24,100,-85,-197,-89,-163,standing
31,71,83,28,4,4,102,-119,-492,-515,-615,20,124,-105,-225,-75,-180,walking
46,62,75,28,6,-1,89,-49,-20,22,-18,12,109,-88,-160,-95,-158,sitting
46,62,75,28,6,-10,95,-91,0,73,-118,24,105,-85,-151,-98,-153,standing
46,62,75,28,6,6,125,-115,-4,83,-109,-70,216,-110,-179,-111,-147,walking
46,62,75,28,6,8,67,-105,-6,102,-143,-25,97,-72,-162,-59,-164,walking
28,58,55,22,0,-15,39,-25,-26,-30,-29,29,107,-81,-147,-95,-166,sitting
28,58,55,22,0,-11,88,-113,-493,-515,-615,86,4,-152,-169,-59,-164,walking
31,71,83,28,4,2,66,-65,-25,-33,-25,76,69,-89,-85,-129,-167,sitting
46,62,75,28,6,-6,74,-35,-3,21,-33,2,94,-71,-155,-110,-166,sitting
46,62,75,28,6,-1,97,-66,-17,19,-16,-13,105,-89,-169,-91,-156,sitting
28,58,55,22,0,-7,99,-113,-6,85,-96,29,110,-107,-191,-89,-146,sittingdown
28,58,55,22,0,-10,98,-124,-493,-515,-616,30,55,-113,-176,-78,-173,walking
46,62,75,28,6,-11,121,-83,-18,105,-104,-123,129,16,-161,-81,-154,walking
31,71,83,28,4,18,121,-131,59,108,-215,24,191,-74,-200,-58,-146,walking
31,71,83,28,4,-6,94,-107,10,88,-124,22,122,-79,-162,-77,-147,standing
31,71,83,28,4,5,147,-144,-5,92,-125,7,159,-65,-217,-98,-165,walking
75,67,67,24,0,-12,94,-91,-6,-9,-20,-63,87,-130,-97,-139,-144,sitting
31,71,83,28,4,3,79,-115,28,69,-86,23,98,-74,-156,-111,-159,standingup
31,71,83,28,4,0,68,-65,-27,-33,-25,67,60,-89,-85,-129,-169,sitting
31,71,83,28,4,2,70,-63,-35,-6,-26,73,66,-98,-91,-114,-179,sitting
46,62,75,28,6,-7,102,-54,2,70,-111,24,105,-86,-161,-98,-153,standing
31,71,83,28,4,5,68,-61,-24,-31,-24,76,69,-90,-85,-129,-164,sitting
31,71,83,28,4,-6,91,-162,8,92,-123,33,124,-77,-175,-68,-166,standing
46,62,75,28,6,16,102,-38,2,24,-25,9,100,-64,-145,-100,-157,sittingdown
75,67,67,24,0,-9,94,-91,-18,-15,-22,-61,88,-133,-109,-132,-149,sitting
31,71,83,28,4,-1,65,-65,-24,-29,-26,62,55,-102,-94,-126,-166,sitting
46,62,75,28,6,-7,103,-88,3,79,-119,23,105,-87,-162,-97,-156,standing
28,58,55,22,0,-22,34,-22,-26,-29,-26,26,107,-81,-147,-96,-163,sitting
46,62,75,28,6,-4,77,-33,-2,22,-32,4,94,-69,-152,-108,-164,sitting
28,58,55,22,0,-22,30,-24,-245,-340,-348,38,108,-102,-162,-89,-173,sitting
31,71,83,28,4,-15,98,-118,61,39,-126,34,121,-87,-166,-100,-125,standing
31,71,83,28,4,-1,88,-110,18,71,-105,32,105,-76,-152,-76,-161,standingup
28,58,55,22,0,-5,100,-102,11,86,-125,9,107,-83,-185,-81,-157,standing
28,58,55,22,0,-28,33,-22,-190,-204,-336,38,107,-101,-159,-93,-165,sitting
28,58,55,22,0,-12,101,-94,-492,-515,-616,20,107,-102,-194,-83,-164,standing
46,62,75,28,6,-9,92,-94,-2,73,-121,13,105,-89,-164,-100,-163,standing
75,67,67,24,0,-9,94,-95,-18,-15,-22,-61,87,-132,-99,-141,-138,sitting
31,71,83,28,4,-9,94,-133,-15,92,-129,25,118,-79,-179,-77,-156,standing
46,62,75,28,6,0,89,-49,-19,22,-17,11,108,-89,-164,-93,-157,sitting
46,62,75,28,6,32,105,5,14,34,-28,29,102,-40,-131,-98,-144,sitting
46,62,75,28,6,13,106,-99,14,57,-32,10,102,-67,-202,-92,-148,sittingdown
46,62,75,28,6,13,106,-70,3,86,-66,16,100,-63,-163,-108,-157,sittingdown
31,71,83,28,4,0,95,-113,23,88,-113,19,123,-87,-168,-73,-165,standing
28,58,55,22,0,-28,30,-24,-278,-372,-454,26,109,-88,-155,-93,-170,sitting
46,62,75,28,6,-5,67,-51,-8,16,-35,-1,93,-74,-165,-109,-172,sitting
46,62,75,28,6,-12,92,-100,-2,72,-122,16,104,-89,-158,-102,-155,standing
28,58,55,22,0,1,103,-88,-6,87,-122,29,90,-50,-200,-91,-159,standing
46,62,75,28,6,-1,92,-52,-21,22,-18,13,108,-87,-165,-94,-151,sitting
28,58,55,22,0,-14,87,-99,-16,-30,-29,-14,67,-114,-197,-86,-154,standingup
31,71,83,28,4,-8,112,-99,88,134,-79,3,146,-73,-214,-61,-187,walking
28,58,55,22,0,-17,30,-10,-6,-18,-20,1,88,-86,-149,-94,-168,sitting
31,71,83,28,4,-23,90,-158,-268,-287,-383,-10,99,-90,-243,-98,-135,standingup
75,67,67,24,0,-12,95,-101,-11,-22,-22,-70,82,-103,-90,-139,-149,sitting
75,67,67,24,0,-1,120,-144,16,-28,-16,-18,119,-95,-243,-97,-138,standingup
28,58,55,22,0,-12,100,-92,-493,-516,-616,21,109,-100,-191,-82,-164,standing
28,58,55,22,0,-3,106,-92,-492,-513,-615,21,107,-97,-199,-86,-166,standing
31,71,83,28,4,-20,85,-118,-307,-306,-403,11,114,-78,-160,-102,-120,standingup
31,71,83,28,4,-21,64,-148,-58,112,-121,-31,129,-73,-219,-64,-164,walking
28,58,55,22,0,-17,36,-17,-21,-27,-23,25,108,-81,-148,-96,-163,sitting
31,71,83,28,4,-19,81,-112,14,84,-135,6,130,-101,-195,-84,-167,walking
46,62,75,28,6,-1,82,-23,6,25,-30,12,97,-64,-146,-107,-155,sitting
46,62,75,28,6,-12,93,-100,-1,78,-125,16,104,-89,-158,-103,-156,standing
31,71,83,28,4,-14,91,-134,-17,90,-128,5,118,-78,-173,-77,-153,standing
46,62,75,28,6,-2,93,-54,-21,22,-17,13,109,-87,-162,-95,-151,sitting
28,58,55,22,0,-4,108,-89,-491,-513,-614,-2,81,-123,-197,-84,-164,standing
28,58,55,22,0,9,69,-172,17,48,-24,7,108,-132,-235,-87,-146,sittingdown
75,67,67,24,0,-14,94,-99,-19,-19,-22,-76,77,-99,-110,-142,-140,sitting
28,58,55,22,0,-29,24,-28,-270,-361,-349,37,107,-102,-155,-92,-161,sitting
75,67,67,24,0,-12,95,-141,-7,56,-93,16,121,-118,-206,-84,-159,walking
46,62,75,28,6,19,92,-10,15,30,-27,24,100,-59,-142,-104,-150,sitting
31,71,83,28,4,-56,124,-146,-491,-514,-614,132,125,-155,-192,-70,-171,walking
28,58,55,22,0,-10,103,-95,-493,-515,-615,19,103,-104,-186,-79,-165,standing
46,62,75,28,6,-16,94,-90,-1,86,-115,55,32,-133,-158,-96,-160,walking
28,58,55,22,0,-29,112,-139,-384,-459,-561,16,109,-156,-181,-95,-172,walking
31,71,83,28,4,-11,80,-136,3,89,-90,4,117,-77,-185,-89,-148,sittingdown
28,58,55,22,0,5,113,-128,-492,-515,-615,70,142,-140,-173,-90,-161,walking
28,58,55,22,0,2,103,-94,-1,89,-121,39,98,-65,-188,-84,-157,standing
28,58,55,22,0,-27,37,-26,-265,-359,-435,26,107,-89,-151,-95,-171,sitting
75,67,67,24,0,-4,81,-183,-8,16,-25,-16,117,-91,-249,-94,-145,sittingdown
31,71,83,28,4,-26,117,-124,-4,85,-119,37,244,-5,-208,-79,-169,walking
75,67,67,24,0,-14,93,-152,-8,89,-93,21,127,-101,-191,-75,-146,standing
46,62,75,28,6,1,90,-47,-18,22,-18,14,108,-92,-160,-95,-159,sitting
31,71,83,28,4,-8,98,-118,15,91,-136,39,119,-80,-167,-76,-152,standing
46,62,75,28,6,-6,93,-78,9,59,-106,36,81,-76,-177,-93,-152,standingup
31,71,83,28,4,-14,96,-140,15,87,-134,16,121,-84,-160,-79,-157,standingup
46,62,75,28,6,0,93,-86,4,74,-93,8,107,-96,-174,-105,-169,walking
28,58,55,22,0,-26,21,-28,-240,-222,-326,38,107,-102,-161,-91,-167,sitting
46,62,75,28,6,-13,97,-126,5,58,-57,15,80,-84,-219,-89,-155,standingup
46,62,75,28,6,-7,101,-103,4,80,-127,20,108,-97,-179,-89,-162,standing
46,62,75,28,6,9,86,-13,11,29,-28,20,98,-62,-147,-107,-153,sitting
46,62,75,28,6,-3,97,-67,-15,19,-18,-14,104,-91,-150,-102,-150,sitting
75,67,67,24,0,43,99,-183,-31,159,-98,4,125,-110,-217,-92,-159,walking
75,67,67,24,0,-12,95,-97,-4,-11,-20,-62,87,-129,-98,-149,-136,sitting
31,71,83,28,4,1,65,-65,-20,6,-27,66,59,-103,-96,-122,-171,sitting
28,58,55,22,0,-45,78,-142,-490,-513,-613,47,175,-153,-159,-27,-182,walking
28,58,55,22,0,7,125,-110,-492,-515,-615,23,141,-119,-165,-56,-173,walking
28,58,55,22,0,-3,101,-97,15,87,-120,38,105,-82,-190,-83,-159,standing
46,62,75,28,6,-19,121,-137,-4,120,-64,81,115,-121,-158,-84,-155,walking
75,67,67,24,0,-6,92,-145,-3,-25,-21,-15,117,-102,-244,-107,-116,sittingdown
28,58,55,22,0,-7,101,-89,14,88,-125,24,88,-101,-186,-86,-161,standing
28,58,55,22,0,-2,102,-97,12,87,-125,36,106,-84,-193,-88,-163,standing
31,71,83,28,4,-4,94,-123,1,91,-137,28,119,-84,-171,-75,-165,standing
28,58,55,22,0,-2,67,-136,-332,-390,-443,-493,-500,-603,-232,-114,-162,standingup
31,71,83,28,4,0,67,-66,-17,-34,-25,62,55,-102,-91,-133,-169,sitting
31,71,83,28,4,-14,95,-125,10,89,-141,35,117,-81,-175,-78,-158,standing
28,58,55,22,0,-16,62,-138,-473,-498,-598,59,182,-171,-184,-44,-165,walking
31,71,83,28,4,-3,104,-116,23,75,-34,10,128,-96,-209,-69,-181,walking
28,58,55,22,0,-14,100,-96,-494,-517,-617,23,110,-99,-189,-85,-163,standing
31,71,83,28,4,-6,94,-111,60,44,-120,26,123,-86,-164,-73,-165,standing
31,71,83,28,4,-1,89,-120,33,73,-129,12,125,-99,-218,-75,-179,walking
31,71,83,28,4,-2,96,-118,6,92,-135,29,119,-84,-173,-77,-163,standing
28,58,55,22,0,-6,103,-98,8,84,-134,7,81,-102,-195,-85,-156,standing
31,71,83,28,4,-23,56,-121,3,106,-116,8,110,-95,-205,-101,-148,walking
31,71,83,28,4,-13,91,-134,6,89,-126,35,117,-82,-184,-78,-152,standing
31,71,83,28,4,-1,66,-66,-24,-29,-26,69,61,-97,-88,-121,-160,sitting
28,58,55,22,0,-1,101,-89,-3,87,-125,25,95,-44,-193,-81,-152,standing
28,58,55,22,0,-27,23,-20,-259,-356,-386,29,109,-101,-156,-94,-163,sitting
31,71,83,28,4,6,70,-62,-24,-30,-23,71,65,-92,-87,-129,-163,sitting
31,71,83,28,4,-5,95,-110,60,43,-115,23,123,-86,-167,-72,-166,standing
31,71,83,28,4,-19,121,-144,-490,-512,-614,-2,75,-80,-244,-20,-167,walking
46,62,75,28,6,-10,99,-97,1,72,-131,19,99,-95,-170,-111,-161,standing
31,71,83,28,4,-36,124,-138,-5,151,-65,-112,180,-122,-220,-46,-176,walking
31,71,83,28,4,-10,99,-111,-489,-511,-613,6,117,-83,-178,-85,-144,sittingdown
28,58,55,22,0,15,122,-153,-492,-514,-615,20,149,-124,-176,-55,-170,walking
31,71,83,28,4,0,67,-64,-23,-28,-24,64,56,-102,-95,-127,-166,sitting
